round_epochs,val_loss,loss,activation,batch_size,dropout,epochs,losses,optimizer
10,1.2409934689295874,1.4413538390367084,softsign,256,0.25,10,squared_hinge,Adadelta
10,0.7569577734897193,0.854813595744111,softplus,256,0.25,10,logcosh,Adam
30,1.054650543611261,1.0504771841759386,tanh,256,0,30,squared_hinge,SGD
