round_epochs,val_loss,loss,activation,batch_size,dropout,epochs,losses,optimizer
50,0.8712913019963242,0.9545339948448048,elu,256,0,50,mean_absolute_error,Adam
30,0.8704490163658238,0.9542390953093669,elu,256,0,30,mean_absolute_error,Adam
