round_epochs,val_loss,loss,activation,batch_size,dropout,epochs,losses,optimizer
50,0.8724722477454173,0.9556419582454705,relu,256,0,10,mean_absolute_error,Adam
50,0.8818067224935424,0.9639707633547763,elu,256,0,30,mean_absolute_error,Adam
