round_epochs,val_loss,loss,activation,batch_size,dropout,epochs,losses,optimizer
50,0.8693255618295446,0.95241450878065,elu,256,0,10,mean_absolute_error,Nadam
50,0.8981502900071859,0.991645841623264,elu,256,0.25,50,mean_absolute_error,Nadam
