,time,confidence,avg_5_conf,avg_10_conf,avg_20_conf,avg_40_conf,real_user,predicted,user_count
0,3,0.5,,,,,21,21,16
1,4,0.8,0.5,0.5,0.5,0.5,21,21,16
2,5,0.94,0.65,0.65,0.65,0.65,21,21,16
3,6,0.74,0.7466666666666667,0.7466666666666667,0.7466666666666667,0.7466666666666667,21,21,16
4,7,0.81,0.7450000000000001,0.7450000000000001,0.7450000000000001,0.7450000000000001,21,21,16
5,8,0.52,0.7580000000000001,0.7580000000000001,0.7580000000000001,0.7580000000000001,21,21,16
6,9,0.6,0.762,0.7183333333333334,0.7183333333333334,0.7183333333333334,21,21,16
7,10,0.63,0.7220000000000001,0.7014285714285714,0.7014285714285714,0.7014285714285714,21,21,16
8,11,0.57,0.66,0.6925,0.6925,0.6925,21,21,16
9,12,0.67,0.626,0.6788888888888889,0.6788888888888889,0.6788888888888889,21,21,16
10,13,0.84,0.598,0.678,0.678,0.678,21,21,16
11,14,0.53,0.6619999999999999,0.712,0.6927272727272727,0.6927272727272727,21,21,16
12,15,0.4,0.648,0.6849999999999999,0.6791666666666667,0.6791666666666667,21,21,16
13,16,0.26,0.6020000000000001,0.631,0.6576923076923078,0.6576923076923078,21,21,16
14,17,0.47,0.54,0.583,0.6292857142857143,0.6292857142857143,21,21,16
15,18,0.3,0.5,0.5489999999999999,0.6186666666666667,0.6186666666666667,21,21,16
16,19,0.45,0.392,0.5269999999999999,0.59875,0.59875,21,21,16
17,20,0.71,0.376,0.512,0.59,0.59,21,21,16
18,21,0.85,0.438,0.5200000000000001,0.5966666666666666,0.5966666666666666,21,21,16
19,22,0.84,0.5559999999999999,0.5479999999999999,0.6099999999999999,0.6099999999999999,21,21,16
20,23,0.55,0.63,0.565,0.6214999999999999,0.6214999999999999,21,21,16
21,24,0.86,0.6799999999999999,0.536,0.6240000000000001,0.618095238095238,21,21,16
22,25,0.72,0.762,0.569,0.627,0.629090909090909,21,21,16
23,26,0.5,0.764,0.601,0.616,0.6330434782608695,21,21,16
24,27,0.8,0.694,0.625,0.604,0.6275000000000001,21,21,16
25,28,0.71,0.6859999999999999,0.658,0.6035000000000001,0.6344000000000001,21,21,16
26,29,0.51,0.718,0.699,0.6130000000000001,0.6373076923076925,21,21,16
27,30,0.69,0.648,0.705,0.6085,0.6325925925925928,21,21,16
28,31,0.88,0.6419999999999999,0.703,0.6115,0.6346428571428574,21,21,16
29,32,0.75,0.718,0.706,0.627,0.6431034482758623,21,21,16
30,33,0.54,0.708,0.697,0.631,0.6466666666666668,21,21,16
31,34,0.56,0.674,0.696,0.616,0.6432258064516131,21,21,16
32,35,0.77,0.6839999999999999,0.666,0.6175000000000002,0.640625,21,21,16
33,36,0.71,0.7,0.6709999999999999,0.636,0.6445454545454545,21,21,16
34,37,0.42,0.666,0.692,0.6584999999999999,0.6464705882352941,21,21,16
35,38,0.66,0.6,0.654,0.6559999999999999,0.64,21,21,16
36,39,0.73,0.624,0.649,0.6739999999999999,0.6405555555555557,21,21,16
37,40,0.68,0.658,0.671,0.688,0.6429729729729731,21,21,16
38,41,0.5,0.64,0.6699999999999999,0.6865,0.6439473684210527,21,26,16
39,42,0.59,0.5980000000000001,0.632,0.6689999999999999,0.6402564102564103,21,21,16
40,43,0.36,0.632,0.616,0.6565000000000001,0.639,21,21,16
41,44,0.96,0.572,0.5980000000000001,0.6469999999999999,0.6355000000000001,21,21,16
42,45,0.6,0.618,0.6380000000000001,0.6519999999999999,0.6395,21,21,16
43,46,0.27,0.602,0.621,0.646,0.631,21,23,16
44,47,0.22,0.5559999999999999,0.577,0.6345,0.6192500000000001,21,23,16
45,48,0.27,0.48200000000000004,0.5569999999999999,0.6054999999999999,0.6045,21,22,16
46,49,0.38,0.4640000000000001,0.518,0.5835,0.59825,21,22,16
47,50,0.55,0.34800000000000003,0.48299999999999993,0.577,0.59275,21,21,16
48,51,0.33,0.338,0.4699999999999999,0.5700000000000001,0.5907500000000001,21,21,16
49,52,0.88,0.35,0.453,0.5425000000000001,0.58475,21,21,16
50,53,0.42,0.48200000000000004,0.48200000000000004,0.5490000000000002,0.5900000000000001,21,21,16
51,54,0.66,0.512,0.488,0.543,0.5795,21,21,16
52,55,0.57,0.5680000000000001,0.458,0.548,0.5827500000000001,21,21,16
53,56,0.37,0.572,0.45500000000000007,0.538,0.587,21,17,16
54,57,0.29,0.58,0.465,0.521,0.58975,21,21,16
55,58,0.53,0.462,0.4720000000000001,0.5144999999999998,0.58525,21,21,16
56,59,0.57,0.484,0.49800000000000005,0.5079999999999999,0.591,21,21,16
57,60,0.35,0.466,0.5170000000000001,0.4999999999999999,0.5940000000000001,21,21,16
58,61,0.59,0.422,0.497,0.48349999999999993,0.585,21,21,16
59,62,0.25,0.466,0.5229999999999999,0.488,0.5785,21,21,16
60,63,0.59,0.458,0.45999999999999996,0.471,0.56375,21,21,16
61,64,0.24,0.4699999999999999,0.477,0.48250000000000004,0.56475,21,21,16
62,65,0.26,0.4039999999999999,0.43499999999999994,0.4465,0.54925,21,21,16
63,66,0.44,0.386,0.404,0.4295000000000001,0.5377500000000001,21,21,16
64,67,0.37,0.356,0.41100000000000003,0.4379999999999999,0.5362500000000001,21,21,16
65,68,0.35,0.38,0.41899999999999993,0.4455,0.5255,21,21,16
66,69,0.53,0.332,0.40099999999999997,0.4494999999999999,0.5165,21,21,16
67,70,0.52,0.39,0.39699999999999996,0.457,0.517,21,21,16
68,71,0.47,0.442,0.41400000000000003,0.45549999999999996,0.51275,21,21,16
69,72,0.27,0.44800000000000006,0.40199999999999997,0.4625,0.5025000000000001,21,21,16
70,73,0.33,0.42799999999999994,0.4039999999999999,0.43200000000000005,0.49049999999999994,21,21,16
71,74,0.37,0.42400000000000004,0.378,0.42750000000000005,0.48525,21,21,16
72,75,0.37,0.392,0.391,0.413,0.4805,21,21,16
73,76,0.5,0.362,0.402,0.403,0.47050000000000003,21,21,16
74,77,0.72,0.368,0.40800000000000003,0.4095000000000001,0.46525,21,21,16
75,78,0.67,0.458,0.44299999999999995,0.43100000000000005,0.47275,21,21,16
76,79,0.55,0.526,0.475,0.438,0.47300000000000003,21,21,16
77,80,0.55,0.5619999999999999,0.477,0.4370000000000001,0.46849999999999997,21,21,16
78,81,0.3,0.5980000000000001,0.48,0.44700000000000006,0.46525,21,21,16
79,82,0.71,0.558,0.46299999999999997,0.4325,0.46024999999999994,21,21,16
80,83,0.67,0.556,0.507,0.45549999999999996,0.46325000000000005,21,21,16
81,84,0.47,0.556,0.541,0.45949999999999996,0.4709999999999999,21,21,16
82,85,0.28,0.54,0.551,0.4710000000000001,0.45874999999999994,21,21,16
83,86,0.58,0.4860000000000001,0.542,0.472,0.45075000000000004,21,21,16
84,87,0.37,0.542,0.55,0.479,0.4585,21,21,16
85,88,0.54,0.47400000000000003,0.515,0.479,0.46225000000000005,21,21,16
86,89,0.62,0.44800000000000006,0.502,0.4885,0.469,21,21,16
87,90,0.73,0.47800000000000004,0.509,0.4929999999999999,0.475,21,21,16
88,91,0.36,0.568,0.5269999999999999,0.5035,0.4795,21,21,16
89,92,0.53,0.5239999999999999,0.5330000000000001,0.49799999999999994,0.48025,21,21,16
90,93,0.73,0.556,0.515,0.5109999999999999,0.4715,21,21,16
91,94,0.61,0.5940000000000001,0.5210000000000001,0.5309999999999999,0.47925000000000006,21,21,16
92,95,0.71,0.5919999999999999,0.535,0.5429999999999999,0.4779999999999999,21,21,16
93,96,0.72,0.588,0.5780000000000001,0.5599999999999999,0.48150000000000004,21,21,16
94,97,0.48,0.6599999999999999,0.592,0.571,0.49024999999999996,21,21,16
95,98,0.88,0.6499999999999999,0.603,0.559,0.495,21,21,16
96,99,0.8,0.6799999999999999,0.637,0.5695000000000002,0.5037499999999999,21,21,16
97,100,0.45,0.718,0.6549999999999999,0.5820000000000001,0.5095000000000001,21,21,16
98,101,0.98,0.666,0.627,0.5770000000000001,0.512,21,21,16
99,102,0.85,0.7180000000000001,0.6890000000000001,0.611,0.5217499999999999,21,21,16
100,103,0.33,0.792,0.7209999999999999,0.6180000000000001,0.53675,21,24,16
101,104,0.97,0.682,0.6809999999999999,0.601,0.53025,21,21,16
102,105,0.64,0.716,0.717,0.6260000000000001,0.5485,21,21,16
103,106,0.93,0.754,0.71,0.644,0.558,21,21,16
104,107,0.77,0.744,0.731,0.6615,0.57025,21,21,16
105,108,0.9,0.728,0.76,0.6815,0.58025,21,21,16
106,109,0.76,0.842,0.7620000000000001,0.6995,0.594,21,21,16
107,110,0.79,0.8,0.758,0.7064999999999999,0.59975,21,21,16
108,111,0.49,0.8300000000000001,0.792,0.7095,0.6064999999999999,21,21,16
109,112,0.78,0.742,0.7430000000000001,0.716,0.607,21,21,16
110,113,0.43,0.7440000000000001,0.736,0.7285,0.61975,21,21,16
111,114,0.67,0.6500000000000001,0.746,0.7135,0.62225,21,21,16
112,115,0.89,0.632,0.716,0.7165,0.62975,21,21,16
113,116,0.95,0.652,0.741,0.7254999999999999,0.64275,21,21,16
114,117,0.88,0.744,0.743,0.737,0.654,21,21,16
115,118,0.54,0.764,0.7540000000000001,0.757,0.658,21,21,16
116,119,0.21,0.7859999999999999,0.718,0.74,0.65475,21,24,16
117,120,0.76,0.694,0.663,0.7105,0.64625,21,21,16
118,121,0.57,0.6679999999999999,0.6599999999999999,0.7260000000000001,0.6515,21,21,16
119,122,0.62,0.5919999999999999,0.6679999999999999,0.7055,0.65825,21,21,16
120,123,0.36,0.54,0.652,0.6940000000000001,0.6559999999999999,21,21,16
121,124,0.69,0.504,0.6450000000000001,0.6955,0.64825,21,21,16
122,125,0.56,0.6,0.647,0.6815,0.6537499999999999,21,21,16
123,126,0.82,0.5599999999999999,0.6140000000000001,0.6775,0.66075,21,21,16
