,time,confidence,avg_5_conf,avg_10_conf,avg_20_conf,avg_40_conf,real_user,predicted,user_count
0,3,0.32,,,,,22,22,16
1,4,0.5,0.32,0.32,0.32,0.32,22,22,16
2,5,0.22,0.41000000000000003,0.41000000000000003,0.41000000000000003,0.41000000000000003,22,21,16
3,6,0.31,0.3466666666666667,0.3466666666666667,0.3466666666666667,0.3466666666666667,22,22,16
4,7,0.49,0.3375,0.3375,0.3375,0.3375,22,22,16
5,8,0.71,0.368,0.368,0.368,0.368,22,22,16
6,9,0.88,0.446,0.425,0.425,0.425,22,22,16
7,10,0.88,0.522,0.48999999999999994,0.48999999999999994,0.48999999999999994,22,22,16
8,11,0.77,0.654,0.5387500000000001,0.5387500000000001,0.5387500000000001,22,22,16
9,12,0.32,0.746,0.5644444444444444,0.5644444444444444,0.5644444444444444,22,22,16
10,13,0.3,0.712,0.54,0.54,0.54,22,10,16
11,14,0.73,0.63,0.538,0.5181818181818182,0.5181818181818182,22,22,16
12,15,0.61,0.6,0.5609999999999999,0.5358333333333333,0.5358333333333333,22,22,16
13,16,0.69,0.546,0.6000000000000001,0.5415384615384615,0.5415384615384615,22,22,16
14,17,0.29,0.53,0.6380000000000001,0.5521428571428572,0.5521428571428572,22,22,16
15,18,0.44,0.524,0.6179999999999999,0.5346666666666666,0.5346666666666666,22,22,16
16,19,0.44,0.5519999999999999,0.591,0.52875,0.52875,22,22,16
17,20,0.71,0.49399999999999994,0.547,0.5235294117647059,0.5235294117647059,22,22,16
18,21,0.7,0.514,0.53,0.5338888888888889,0.5338888888888889,22,22,16
19,22,0.73,0.516,0.5229999999999999,0.5426315789473684,0.5426315789473684,22,22,16
20,23,0.56,0.604,0.5640000000000001,0.5519999999999999,0.5519999999999999,22,22,16
21,24,0.9,0.628,0.5900000000000001,0.564,0.5523809523809524,22,22,16
22,25,0.59,0.72,0.607,0.5840000000000001,0.5681818181818182,22,22,16
23,26,0.7,0.696,0.6050000000000001,0.6025,0.5691304347826087,22,22,16
24,27,0.88,0.696,0.606,0.6220000000000001,0.5745833333333333,22,22,16
25,28,0.42,0.726,0.665,0.6415,0.5868000000000001,22,24,16
26,29,0.42,0.698,0.663,0.627,0.5803846153846155,22,22,16
27,30,0.26,0.602,0.661,0.604,0.5744444444444445,22,24,16
28,31,0.57,0.5359999999999999,0.6159999999999999,0.5730000000000001,0.5632142857142858,22,23,16
29,32,0.34,0.51,0.603,0.563,0.5634482758620689,22,22,16
30,33,0.32,0.40199999999999997,0.5640000000000001,0.564,0.5559999999999999,22,22,16
31,34,0.3,0.382,0.54,0.565,0.5483870967741935,22,22,16
32,35,0.61,0.358,0.48,0.5435000000000001,0.540625,22,22,16
33,36,0.52,0.42800000000000005,0.48200000000000004,0.5435000000000001,0.5427272727272727,22,22,16
34,37,0.3,0.418,0.4640000000000001,0.5349999999999999,0.5420588235294117,22,22,16
35,38,0.44,0.41,0.40599999999999997,0.5355000000000001,0.5351428571428571,22,22,16
36,39,0.59,0.434,0.40800000000000003,0.5355,0.5325000000000001,22,22,16
37,40,0.73,0.492,0.425,0.543,0.5340540540540542,22,22,16
38,41,0.67,0.516,0.47199999999999986,0.544,0.5392105263157895,22,22,16
39,42,0.8,0.546,0.48200000000000004,0.5425,0.5425641025641027,22,22,16
40,43,0.56,0.6460000000000001,0.5279999999999999,0.546,0.549,22,22,16
41,44,0.64,0.67,0.5519999999999999,0.546,0.5549999999999999,22,22,16
42,45,0.27,0.68,0.5860000000000001,0.5330000000000001,0.5584999999999999,22,18,16
43,46,0.66,0.5880000000000001,0.5519999999999999,0.5170000000000001,0.55975,22,22,16
44,47,0.67,0.5860000000000001,0.5660000000000001,0.515,0.5685,22,22,16
45,48,0.88,0.56,0.603,0.5045,0.5730000000000001,22,22,16
46,49,0.81,0.624,0.647,0.5275000000000001,0.5772499999999999,22,22,16
47,50,0.33,0.658,0.6689999999999999,0.547,0.5755000000000001,22,20,16
48,51,0.79,0.67,0.6290000000000001,0.5505000000000001,0.56175,22,22,16
49,52,0.44,0.6960000000000001,0.641,0.5615000000000002,0.56225,22,22,16
50,53,0.28,0.65,0.6050000000000001,0.5665,0.56525,22,22,16
51,54,0.42,0.53,0.5770000000000002,0.5645,0.5647500000000001,22,22,16
52,55,0.54,0.45200000000000007,0.5549999999999999,0.5704999999999999,0.5569999999999999,22,22,16
53,56,0.75,0.49399999999999994,0.5820000000000001,0.567,0.55525,22,22,16
54,57,0.61,0.48599999999999993,0.591,0.5785,0.5567499999999999,22,22,16
55,58,0.41,0.52,0.5850000000000001,0.594,0.56475,22,22,16
56,59,0.53,0.546,0.538,0.5925,0.564,22,22,16
57,60,0.31,0.568,0.51,0.5894999999999999,0.5662499999999999,22,22,16
58,61,0.46,0.522,0.508,0.5685,0.55625,22,22,16
59,62,0.29,0.4640000000000001,0.4749999999999999,0.558,0.5502499999999999,22,14,16
60,63,0.42,0.4,0.4600000000000001,0.5325,0.53925,22,22,16
61,64,0.51,0.402,0.4739999999999999,0.5255,0.53575,22,22,16
62,65,0.49,0.398,0.483,0.5189999999999999,0.526,22,22,16
63,66,0.43,0.434,0.47800000000000004,0.53,0.5235,22,22,16
64,67,0.57,0.42800000000000005,0.446,0.5185,0.51675,22,22,16
65,68,0.82,0.484,0.442,0.5135,0.509,22,22,16
66,69,0.8,0.564,0.483,0.5105000000000001,0.519,22,22,16
67,70,0.5,0.6219999999999999,0.51,0.51,0.5285,22,22,16
68,71,0.69,0.624,0.5289999999999999,0.5185000000000001,0.5345000000000001,22,22,16
69,72,0.38,0.6759999999999999,0.5519999999999999,0.5135000000000001,0.5375,22,22,16
70,73,0.75,0.638,0.561,0.5105000000000001,0.5385,22,22,16
71,74,0.84,0.624,0.5940000000000001,0.534,0.54925,22,22,16
72,75,0.74,0.6319999999999999,0.627,0.5549999999999999,0.5627500000000001,22,22,16
73,76,0.46,0.6799999999999999,0.6519999999999999,0.5650000000000001,0.5660000000000001,22,22,16
74,77,0.31,0.634,0.655,0.5505,0.5645,22,22,16
75,78,0.82,0.62,0.6289999999999999,0.5355000000000001,0.56475,22,22,16
76,79,0.45,0.634,0.629,0.556,0.57425,22,22,16
77,80,0.74,0.556,0.5940000000000001,0.552,0.57075,22,22,16
78,81,0.46,0.556,0.6180000000000001,0.5734999999999999,0.571,22,22,16
79,82,0.54,0.5559999999999999,0.595,0.5735,0.56575,22,22,16
80,83,0.44,0.602,0.611,0.586,0.55925,22,22,16
81,84,0.64,0.526,0.5800000000000001,0.587,0.55625,22,22,16
82,85,0.29,0.5640000000000001,0.5599999999999999,0.5934999999999999,0.55625,22,20,16
83,86,0.62,0.47400000000000003,0.5149999999999999,0.5835,0.55675,22,22,16
84,87,0.75,0.506,0.531,0.5929999999999999,0.55575,22,22,16
85,88,0.57,0.548,0.575,0.6019999999999999,0.5577500000000001,22,22,16
86,89,0.34,0.574,0.55,0.5894999999999999,0.55,22,22,16
87,90,0.44,0.514,0.5389999999999999,0.5665,0.53825,22,22,16
88,91,0.63,0.5439999999999999,0.509,0.5635,0.541,22,22,16
89,92,0.65,0.546,0.526,0.5605,0.537,22,22,16
