model,task,segment_interval,number_of_users,accuracy,confidence,user_accuracies,user_confidences,feature_frequency,epochs
RandomForest,1,1,3,0.8596575371091886,0.8154148133075161,"{7: 0.998422712933754, 8: 0.9906103286384976, 10: 0.7312661498708011, 11: 0.9904371584699454, 13: 0.2979591836734694, 14: 0.6919917864476386, 16: 0.9982817869415808, 17: nan, 18: nan, 20: nan, 21: nan, 22: nan, 23: 0.9628252788104089, 24: 0.7201365187713311, 25: nan, 26: 0.9405940594059405, 27: nan}","{7: 0.9832281808622503, 8: 0.8924882629107981, 10: 0.6426356589147288, 11: 0.9510928961748635, 13: 0.2971428571428572, 14: 0.6474332648870635, 16: 0.9699312714776631, 17: nan, 18: nan, 20: nan, 21: nan, 22: nan, 23: 0.9038413878562579, 24: 0.6034129692832765, 25: nan, 26: 0.8844884488448845, 27: nan}","{'nr_me': 0.4, 'gx_me': 0.2, 'fc_me': 0.6, 'gz_me': 0.6, 'fb_me': 0.8, 'fa_me': 0.8, 'm_max': 0.6, 'm_min': 0.6, 'm_me': 0.6, 'ax_me': 0.8, 'ay_me': 0.2, 'fd_me': 0.8, 'fd_bin_max': 0.6, 'fd_bin_7': 0.4, 'fd_bin_3': 0.4, 'fd_mcr': 0.4, 'fd_bin_6': 0.2, 'fd_sd': 0.6, 'fd_bin_0': 0.2, 'fd_bin_2': 0.2}",4
LinearDiscriminantAnalysis,1,1,3,0.7102595613481382,0.6701310908655919,"{7: 1.0, 8: 1.0, 10: 0.9560723514211886, 11: 0.8797814207650273, 13: 0.4775510204081633, 14: 0.3798767967145791, 16: 0.9948453608247423, 17: nan, 18: nan, 20: nan, 21: nan, 22: nan, 23: 0.6226765799256506, 24: 0.5426621160409556, 25: nan, 26: 0.12211221122112212, 27: nan}","{7: 0.9999991097169978, 8: 1.0, 10: 0.8540279892189132, 11: 0.6103124111090652, 13: 0.49337899662527, 14: 0.4311293757788003, 16: 0.9374841282170848, 17: nan, 18: nan, 20: nan, 21: nan, 22: nan, 23: 0.5570877934565317, 24: 0.49275548448484463, 25: nan, 26: 0.1397782560978892, 27: nan}","{'nr_me': 0.4, 'gx_me': 0.2, 'fc_me': 0.6, 'gz_me': 0.6, 'fb_me': 0.8, 'fa_me': 0.8, 'm_max': 0.6, 'm_min': 0.6, 'm_me': 0.6, 'ax_me': 0.8, 'ay_me': 0.2, 'fd_me': 0.8, 'fd_bin_max': 0.6, 'fd_bin_7': 0.4, 'fd_bin_3': 0.4, 'fd_mcr': 0.4, 'fd_bin_6': 0.2, 'fd_sd': 0.6, 'fd_bin_0': 0.2, 'fd_bin_2': 0.2}",4
