model,task,segment_interval,number_of_users,accuracy,confidence,user_accuracies,user_confidences,feature_frequency,epochs
LinearDiscriminantAnalysis,3,8,11,0.6688185252421691,0.6783838659744975,"{7: 0.9957264957264957, 8: 0.4160206718346254, 9: 1.0, 10: 0.10270270270270271, 11: 1.0, 13: 0.6316964285714285, 15: 0.9985795454545454, 16: 0.9708994708994708, 17: 0.6089015151515151, 18: 0.05519480519480519, 19: 0.9916142557651992, 21: 0.20684523809523808, 22: 0.3633217993079585, 23: 0.581611570247934, 24: 0.6844155844155844, 25: 0.8668730650154799, 26: 0.9754689754689755, 27: 0.7244318181818182}","{7: 0.9963719488793628, 8: 0.4088274939504448, 9: 0.9998800451470452, 10: 0.10387911757229588, 11: 0.9999592420510888, 13: 0.6001207230053197, 15: 0.9974685016403656, 16: 0.9656146263855608, 17: 0.6235506638044204, 18: 0.057756038022115444, 19: 0.9823756828930746, 21: 0.21206770937332078, 22: 0.36072543320425887, 23: 0.58030324200692, 24: 0.6795141602216067, 25: 0.8585974521400429, 26: 0.9755334671032513, 27: 0.7156327875151023}","{'fb_me': 0.5555555555555556, 'az_me': 0.5277777777777778, 'fa_me': 0.9722222222222222, 'fc_me': 0.9722222222222222, 'gx_me': 1.0, 'ay_me': 1.0, 'a_me': 1.0, 'fd_me': 1.0, 'gz_me': 1.0, 'ax_me': 1.0, 'gy_me': 0.3888888888888889, 'm_me': 0.16666666666666666, 'm_min': 0.25, 'g_me': 0.08333333333333333, 'ay_mcr': 0.05555555555555555, 'nr_me': 0.027777777777777776}",36
RandomForest,3,8,11,0.6714031239992754,0.562125632796654,"{7: 0.9458689458689459, 8: 0.8953488372093023, 9: 0.9914772727272727, 10: 0.3335135135135135, 11: 0.9943470887507067, 13: 0.13392857142857142, 15: 0.8053977272727273, 16: 0.9691358024691356, 17: 0.45265151515151514, 18: 0.046536796536796536, 19: 0.8902865129280224, 21: 0.41369047619047616, 22: 0.30622837370242223, 23: 0.6766528925619835, 24: 0.6000000000000001, 25: 0.8591331269349844, 26: 0.9610389610389609, 27: 1.0}","{7: 0.7482905982905982, 8: 0.6949612403100774, 9: 0.7734375, 10: 0.253027027027027, 11: 0.785415488976823, 13: 0.14657738095238096, 15: 0.5677556818181819, 16: 0.8549382716049382, 17: 0.459280303030303, 18: 0.12077922077922075, 19: 0.7800139762403911, 21: 0.2995535714285714, 22: 0.26989619377162627, 23: 0.5232438016528925, 24: 0.4636363636363636, 25: 0.6021671826625387, 26: 0.7835497835497834, 27: 0.8665719696969697}","{'fb_me': 0.5555555555555556, 'az_me': 0.5277777777777778, 'fa_me': 0.9722222222222222, 'fc_me': 0.9722222222222222, 'gx_me': 1.0, 'ay_me': 1.0, 'a_me': 1.0, 'fd_me': 1.0, 'gz_me': 1.0, 'ax_me': 1.0, 'gy_me': 0.3888888888888889, 'm_me': 0.16666666666666666, 'm_min': 0.25, 'g_me': 0.08333333333333333, 'ay_mcr': 0.05555555555555555, 'nr_me': 0.027777777777777776}",36
AdaBoost,3,8,11,0.2577727660316823,0.21040723034156128,"{7: 0.36182336182336183, 8: 0.2713178294573643, 9: 0.14914772727272727, 10: 0.04540540540540541, 11: 0.5517241379310345, 13: 0.7291666666666666, 15: 0.203125, 16: 0.18518518518518517, 17: 0.49147727272727276, 18: 0.13961038961038963, 19: 0.20684835779175403, 21: 0.0, 22: 0.11764705882352941, 23: 0.045454545454545456, 24: 0.15454545454545457, 25: 0.04024767801857585, 26: 0.13997113997113997, 27: 0.30587121212121215}","{7: 0.2487619202440987, 8: 0.16260283122591626, 9: 0.17539715947378706, 10: 0.1495140712735215, 11: 0.22783439608058378, 13: 0.130213383844437, 15: 0.25370261031329594, 16: 0.3401757600024336, 17: 0.32015160427795974, 18: 0.12045352389693025, 19: 0.3405299415001942, 21: 0.10672453300091951, 22: 0.12716521020397872, 23: 0.1446078770175428, 24: 0.15902749035990077, 25: 0.1576558878967282, 26: 0.22904350757695846, 27: 0.301783848491451}","{'fb_me': 0.5555555555555556, 'az_me': 0.5277777777777778, 'fa_me': 0.9722222222222222, 'fc_me': 0.9722222222222222, 'gx_me': 1.0, 'ay_me': 1.0, 'a_me': 1.0, 'fd_me': 1.0, 'gz_me': 1.0, 'ax_me': 1.0, 'gy_me': 0.3888888888888889, 'm_me': 0.16666666666666666, 'm_min': 0.25, 'g_me': 0.08333333333333333, 'ay_mcr': 0.05555555555555555, 'nr_me': 0.027777777777777776}",36
GradientBoosting,3,8,11,0.5751414762775875,0.574890241349419,"{7: 0.9017094017094018, 8: 0.8023255813953487, 9: 0.9829545454545454, 10: 0.22648648648648653, 11: 0.7201808931599774, 13: 0.16294642857142858, 15: 0.6022727272727273, 16: 0.873015873015873, 17: 0.4204545454545454, 18: 0.0, 19: 0.8218029350104821, 21: 0.46875, 22: 0.17993079584775085, 23: 0.371900826446281, 24: 0.5194805194805194, 25: 0.7585139318885449, 26: 0.9754689754689755, 27: 0.9053030303030303}","{7: 0.8796426952704963, 8: 0.7476497924225147, 9: 0.9561896937391038, 10: 0.2200550815273401, 11: 0.7092868545229507, 13: 0.10473877838116948, 15: 0.5624118594634133, 16: 0.8628129394384354, 17: 0.41696909659362036, 18: 0.0507910320234001, 19: 0.8270611719412265, 21: 0.4560781729537781, 22: 0.2016649082560843, 23: 0.3366495265285454, 24: 0.41271128574856614, 25: 0.7024194343858535, 26: 0.963649069159315, 27: 0.888548978013615}","{'fb_me': 0.5555555555555556, 'az_me': 0.5277777777777778, 'fa_me': 0.9722222222222222, 'fc_me': 0.9722222222222222, 'gx_me': 1.0, 'ay_me': 1.0, 'a_me': 1.0, 'fd_me': 1.0, 'gz_me': 1.0, 'ax_me': 1.0, 'gy_me': 0.3888888888888889, 'm_me': 0.16666666666666666, 'm_min': 0.25, 'g_me': 0.08333333333333333, 'ay_mcr': 0.05555555555555555, 'nr_me': 0.027777777777777776}",36
LinearDiscriminantAnalysis,1,32,11,0.6259687547688783,0.5885773559812728,"{7: 0.9805555555555555, 8: 0.8, 10: 0.7557692307692307, 11: 1.0, 13: 0.010714285714285714, 14: 0.6292613636363636, 16: 0.8609756097560974, 17: 0.6441441441441441, 18: 0.18958333333333335, 20: 0.5271317829457365, 21: 0.4241164241164241, 22: 0.38138138138138145, 23: 0.638888888888889, 24: 0.8531914893617019, 25: 0.8653846153846153, 26: 0.2441860465116279, 27: 0.6339285714285714}","{7: 0.9515956666931685, 8: 0.7897863155737456, 10: 0.7040100479430947, 11: 0.9890793562531306, 13: 0.01111547505000361, 14: 0.5979265881106269, 16: 0.801695110146584, 17: 0.6486972293939409, 18: 0.1910078645762618, 20: 0.47105684242641815, 21: 0.37230894023918687, 22: 0.4073362421836988, 23: 0.573784756229119, 24: 0.8047840451285161, 25: 0.7861268089118049, 26: 0.2649368811474368, 27: 0.5886608689663484}","{'fa_me': 0.8548387096774194, 'm_me': 0.7096774193548387, 'm_min': 0.5967741935483871, 'a_me': 0.8225806451612904, 'm_max': 0.8548387096774194, 'ax_me': 0.9838709677419355, 'gx_me': 1.0, 'fd_me': 1.0, 'ay_me': 1.0, 'gz_me': 1.0, 'fb_me': 0.22580645161290322, 'fd_bin_mean': 0.03225806451612903, 'fd_bin_0': 0.24193548387096775, 'fd_bin_max': 0.25806451612903225, 'fd_bin_std': 0.1774193548387097, 'fd_sd': 0.11290322580645161, 'gy_me': 0.016129032258064516, 'fd_bin_2': 0.04838709677419355, 'fd_bin_1': 0.03225806451612903, 'fd_bin_4': 0.03225806451612903}",62
RandomForest,1,32,11,0.6170859712383686,0.46417660968064195,"{7: 0.9916666666666667, 8: 0.8142857142857143, 10: 0.9865384615384617, 11: 0.9537037037037036, 13: 0.3357142857142857, 14: 0.6079545454545454, 16: 0.8878048780487805, 17: 0.7590090090090088, 18: 0.3458333333333334, 20: 0.13178294573643412, 21: 0.079002079002079, 22: 0.2222222222222222, 23: 0.7388888888888888, 24: 0.6319148936170212, 25: 0.9125874125874126, 26: 0.5069767441860467, 27: 0.49404761904761907}","{7: 0.7416666666666667, 8: 0.6242857142857143, 10: 0.7603846153846154, 11: 0.7914351851851852, 13: 0.22714285714285715, 14: 0.38167613636363634, 16: 0.6714634146341464, 17: 0.5736486486486486, 18: 0.27520833333333333, 20: 0.1689922480620155, 21: 0.12515592515592514, 22: 0.2333333333333333, 23: 0.5075000000000001, 24: 0.42021276595744683, 25: 0.7110139860139861, 26: 0.3553488372093023, 27: 0.3413690476190476}","{'fa_me': 0.8548387096774194, 'm_me': 0.7096774193548387, 'm_min': 0.5967741935483871, 'a_me': 0.8225806451612904, 'm_max': 0.8548387096774194, 'ax_me': 0.9838709677419355, 'gx_me': 1.0, 'fd_me': 1.0, 'ay_me': 1.0, 'gz_me': 1.0, 'fb_me': 0.22580645161290322, 'fd_bin_mean': 0.03225806451612903, 'fd_bin_0': 0.24193548387096775, 'fd_bin_max': 0.25806451612903225, 'fd_bin_std': 0.1774193548387097, 'fd_sd': 0.11290322580645161, 'gy_me': 0.016129032258064516, 'fd_bin_2': 0.04838709677419355, 'fd_bin_1': 0.03225806451612903, 'fd_bin_4': 0.03225806451612903}",62
AdaBoost,1,32,11,0.2565428434153427,0.20897859804994293,"{7: 0.9444444444444444, 8: 0.5071428571428571, 10: 0.6826923076923077, 11: 0.4166666666666667, 13: 0.0, 14: 0.2911931818181818, 16: 0.10243902439024391, 17: 0.2927927927927928, 18: 0.02291666666666667, 20: 0.0, 21: 0.08316008316008316, 22: 0.006006006006006006, 23: 0.0, 24: 0.0, 25: 0.06818181818181818, 26: 0.06744186046511629, 27: 0.6547619047619048}","{7: 0.6357596865308758, 8: 0.6698639818232737, 10: 0.14667088655668717, 11: 0.15700799338062663, 13: 0.13655069960809124, 14: 0.1404924570336547, 16: 0.22798441595638363, 17: 0.19647249074716294, 18: 0.11120748387312615, 20: 0.12395681741324073, 21: 0.136611332498606, 22: 0.1398499098117078, 23: 0.12535627000040386, 24: 0.1428277735381974, 25: 0.15252725986938334, 26: 0.17667868878389995, 27: 0.1833699803090433}","{'fa_me': 0.8548387096774194, 'm_me': 0.7096774193548387, 'm_min': 0.5967741935483871, 'a_me': 0.8225806451612904, 'm_max': 0.8548387096774194, 'ax_me': 0.9838709677419355, 'gx_me': 1.0, 'fd_me': 1.0, 'ay_me': 1.0, 'gz_me': 1.0, 'fb_me': 0.22580645161290322, 'fd_bin_mean': 0.03225806451612903, 'fd_bin_0': 0.24193548387096775, 'fd_bin_max': 0.25806451612903225, 'fd_bin_std': 0.1774193548387097, 'fd_sd': 0.11290322580645161, 'gy_me': 0.016129032258064516, 'fd_bin_2': 0.04838709677419355, 'fd_bin_1': 0.03225806451612903, 'fd_bin_4': 0.03225806451612903}",62
GradientBoosting,1,32,11,0.575449476387871,0.5209259274109651,"{7: 0.9055555555555556, 8: 0.7392857142857142, 10: 0.9384615384615383, 11: 0.9675925925925924, 13: 0.32142857142857145, 14: 0.5241477272727273, 16: 0.6731707317073171, 17: 0.7094594594594594, 18: 0.020833333333333336, 20: 0.07751937984496124, 21: 0.2598752598752599, 22: 0.20420420420420418, 23: 0.8944444444444445, 24: 0.451063829787234, 25: 0.8776223776223776, 26: 0.3813953488372093, 27: 0.6889880952380952}","{7: 0.8472286645715313, 8: 0.6898927373363953, 10: 0.9112482483205969, 11: 0.9385753503217471, 13: 0.2668372939565402, 14: 0.357974506477544, 16: 0.6652227395785892, 17: 0.6924781268646901, 18: 0.044971848483663104, 20: 0.1046833375991898, 21: 0.2064645634556172, 22: 0.20758693738684042, 23: 0.843928135301445, 24: 0.3578081128121452, 25: 0.8310088682478177, 26: 0.38330655311528095, 27: 0.5645250060300396}","{'fa_me': 0.8548387096774194, 'm_me': 0.7096774193548387, 'm_min': 0.5967741935483871, 'a_me': 0.8225806451612904, 'm_max': 0.8548387096774194, 'ax_me': 0.9838709677419355, 'gx_me': 1.0, 'fd_me': 1.0, 'ay_me': 1.0, 'gz_me': 1.0, 'fb_me': 0.22580645161290322, 'fd_bin_mean': 0.03225806451612903, 'fd_bin_0': 0.24193548387096775, 'fd_bin_max': 0.25806451612903225, 'fd_bin_std': 0.1774193548387097, 'fd_sd': 0.11290322580645161, 'gy_me': 0.016129032258064516, 'fd_bin_2': 0.04838709677419355, 'fd_bin_1': 0.03225806451612903, 'fd_bin_4': 0.03225806451612903}",62
LinearDiscriminantAnalysis,2,32,11,0.5877864644205556,0.6074693306377182,"{7: 1.0, 8: 0.16046213093709885, 9: 0.14285714285714282, 10: 0.10064935064935064, 11: 1.0, 13: 0.0, 14: 0.31925675675675674, 15: 0.8275862068965518, 16: 1.0, 17: 0.882051282051282, 18: 0.24126984126984125, 19: 1.0, 20: 0.057142857142857134, 21: 0.35198135198135194, 22: 0.4670846394984326, 23: 0.9030303030303031, 24: 0.9261904761904761, 25: 0.978125, 26: 0.9298245614035087, 27: 0.5225464190981433}","{7: 0.9999999999999934, 8: 0.15707678307109274, 9: 0.14368379008631765, 10: 0.10504462229213692, 11: 1.0, 13: 1.980849230244346e-39, 14: 0.32186907312817165, 15: 0.8258290408958263, 16: 0.9993980603784532, 17: 0.8814767742329267, 18: 0.24346213105568115, 19: 0.999976252964889, 20: 0.058150194988142216, 21: 0.35486559364686004, 22: 0.4651439146400385, 23: 0.9038797762009149, 24: 0.9179989538634123, 25: 0.979255857855598, 26: 0.9263599341851817, 27: 0.5212919355250047}","{'fa_bin_mean': 0.0967741935483871, 'ay_mcr': 0.7419354838709677, 'az_me': 0.7903225806451613, 'fd_me': 0.9354838709677419, 'gy_me': 0.8870967741935484, 'gx_me': 1.0, 'ay_me': 1.0, 'a_me': 1.0, 'gz_me': 1.0, 'ax_me': 1.0, 'nr_me': 0.016129032258064516, 'm_me': 0.11290322580645161, 'm_max': 0.5483870967741935, 'fa_bin_3': 0.016129032258064516, 'fa_bin_1': 0.08064516129032258, 'fa_me': 0.3709677419354839, 'fb_me': 0.08064516129032258, 'fd_bin_mean': 0.08064516129032258, 'm_min': 0.06451612903225806, 'az_mcr': 0.016129032258064516, 'fd_bin_std': 0.016129032258064516, 'fd_bin_4': 0.016129032258064516, 'fa_bin_6': 0.03225806451612903, 'fd_bin_max': 0.016129032258064516, 'fd_bin_0': 0.03225806451612903, 'fd_bin_7': 0.016129032258064516, 'fa_bin_9': 0.016129032258064516, 'fa_bin_4': 0.016129032258064516}",62
RandomForest,2,32,11,0.6402018627548853,0.4983296536171209,"{7: 0.9841269841269842, 8: 0.5905006418485238, 9: 0.057142857142857134, 10: 0.2305194805194805, 11: 0.9722222222222222, 13: 0.2032967032967033, 14: 0.44763513513513514, 15: 0.6632183908045978, 16: 0.9654471544715447, 17: 0.7435897435897435, 18: 0.4084656084656085, 19: 0.986328125, 20: 0.17551020408163268, 21: 0.6410256410256411, 22: 0.6144200626959248, 23: 0.5818181818181819, 24: 0.5047619047619047, 25: 0.909375, 26: 0.9473684210526315, 27: 0.8992042440318303}","{7: 0.7160714285714286, 8: 0.3839537869062901, 9: 0.08734693877551021, 10: 0.17532467532467536, 11: 0.8062962962962964, 13: 0.17815934065934066, 14: 0.3550675675675675, 15: 0.5022988505747128, 16: 0.785569105691057, 17: 0.6594871794871795, 18: 0.3847619047619048, 19: 0.758984375, 20: 0.1869387755102041, 21: 0.441025641025641, 22: 0.396551724137931, 23: 0.4533333333333333, 24: 0.36071428571428577, 25: 0.663125, 26: 0.7406432748538012, 27: 0.6989389920424405}","{'fa_bin_mean': 0.0967741935483871, 'ay_mcr': 0.7419354838709677, 'az_me': 0.7903225806451613, 'fd_me': 0.9354838709677419, 'gy_me': 0.8870967741935484, 'gx_me': 1.0, 'ay_me': 1.0, 'a_me': 1.0, 'gz_me': 1.0, 'ax_me': 1.0, 'nr_me': 0.016129032258064516, 'm_me': 0.11290322580645161, 'm_max': 0.5483870967741935, 'fa_bin_3': 0.016129032258064516, 'fa_bin_1': 0.08064516129032258, 'fa_me': 0.3709677419354839, 'fb_me': 0.08064516129032258, 'fd_bin_mean': 0.08064516129032258, 'm_min': 0.06451612903225806, 'az_mcr': 0.016129032258064516, 'fd_bin_std': 0.016129032258064516, 'fd_bin_4': 0.016129032258064516, 'fa_bin_6': 0.03225806451612903, 'fd_bin_max': 0.016129032258064516, 'fd_bin_0': 0.03225806451612903, 'fd_bin_7': 0.016129032258064516, 'fa_bin_9': 0.016129032258064516, 'fa_bin_4': 0.016129032258064516}",62
AdaBoost,2,32,11,0.27744757845844087,0.20739291222992262,"{7: 0.49007936507936517, 8: 0.04878048780487805, 9: 0.02857142857142857, 10: 0.16558441558441558, 11: 0.8462962962962962, 13: 0.2692307692307692, 14: 0.40371621621621623, 15: 0.5183908045977013, 16: 0.5426829268292683, 17: 0.26410256410256405, 18: 0.091005291005291, 19: 0.318359375, 20: 0.0, 21: 0.013986013986013984, 22: 0.05642633228840124, 23: 0.0, 24: 0.0, 25: 0.0625, 26: 0.2792397660818714, 27: 0.5888594164456233}","{7: 0.4556240331643667, 8: 0.12388650195248664, 9: 0.10959869879921626, 10: 0.1377485128617643, 11: 0.22572562166513155, 13: 0.09488572565814807, 14: 0.13712478682198062, 15: 0.15848997620253086, 16: 0.32312920522327726, 17: 0.3280722031904199, 18: 0.07881429994673848, 19: 0.36840445590095994, 20: 0.13698683424976987, 21: 0.15265460600131947, 22: 0.061161481905512474, 23: 0.13667178083903356, 24: 0.1459929875934335, 25: 0.19459374749437935, 26: 0.25081545387636994, 27: 0.44820085887406197}","{'fa_bin_mean': 0.0967741935483871, 'ay_mcr': 0.7419354838709677, 'az_me': 0.7903225806451613, 'fd_me': 0.9354838709677419, 'gy_me': 0.8870967741935484, 'gx_me': 1.0, 'ay_me': 1.0, 'a_me': 1.0, 'gz_me': 1.0, 'ax_me': 1.0, 'nr_me': 0.016129032258064516, 'm_me': 0.11290322580645161, 'm_max': 0.5483870967741935, 'fa_bin_3': 0.016129032258064516, 'fa_bin_1': 0.08064516129032258, 'fa_me': 0.3709677419354839, 'fb_me': 0.08064516129032258, 'fd_bin_mean': 0.08064516129032258, 'm_min': 0.06451612903225806, 'az_mcr': 0.016129032258064516, 'fd_bin_std': 0.016129032258064516, 'fd_bin_4': 0.016129032258064516, 'fa_bin_6': 0.03225806451612903, 'fd_bin_max': 0.016129032258064516, 'fd_bin_0': 0.03225806451612903, 'fd_bin_7': 0.016129032258064516, 'fa_bin_9': 0.016129032258064516, 'fa_bin_4': 0.016129032258064516}",62
GradientBoosting,2,32,11,0.5526254596302042,0.5017264066439624,"{7: 0.8928571428571428, 8: 0.5378690629011553, 9: 0.2204081632653061, 10: 0.08766233766233766, 11: 0.838888888888889, 13: 0.20467032967032966, 14: 0.25506756756756754, 15: 0.3977011494252873, 16: 0.9491869918699186, 17: 0.7333333333333333, 18: 0.728042328042328, 19: 0.69921875, 20: 0.236734693877551, 21: 0.34265734265734266, 22: 0.25391849529780564, 23: 0.4727272727272727, 24: 0.3047619047619048, 25: 0.621875, 26: 0.9254385964912282, 27: 0.7877984084880638}","{7: 0.9042076623242407, 8: 0.5124337007905924, 9: 0.2202609266307402, 10: 0.08744651229239843, 11: 0.76176563933976, 13: 0.17637213286499506, 14: 0.23997028997823772, 15: 0.30335337222735215, 16: 0.9269885307167611, 17: 0.7192265565542739, 18: 0.2898397361793458, 19: 0.7008908938895768, 20: 0.2069602349584716, 21: 0.31955467087866385, 22: 0.2705048380825884, 23: 0.4316992274276537, 24: 0.310622365153326, 25: 0.6058308927766566, 26: 0.9108982862739028, 27: 0.7669507639010482}","{'fa_bin_mean': 0.0967741935483871, 'ay_mcr': 0.7419354838709677, 'az_me': 0.7903225806451613, 'fd_me': 0.9354838709677419, 'gy_me': 0.8870967741935484, 'gx_me': 1.0, 'ay_me': 1.0, 'a_me': 1.0, 'gz_me': 1.0, 'ax_me': 1.0, 'nr_me': 0.016129032258064516, 'm_me': 0.11290322580645161, 'm_max': 0.5483870967741935, 'fa_bin_3': 0.016129032258064516, 'fa_bin_1': 0.08064516129032258, 'fa_me': 0.3709677419354839, 'fb_me': 0.08064516129032258, 'fd_bin_mean': 0.08064516129032258, 'm_min': 0.06451612903225806, 'az_mcr': 0.016129032258064516, 'fd_bin_std': 0.016129032258064516, 'fd_bin_4': 0.016129032258064516, 'fa_bin_6': 0.03225806451612903, 'fd_bin_max': 0.016129032258064516, 'fd_bin_0': 0.03225806451612903, 'fd_bin_7': 0.016129032258064516, 'fa_bin_9': 0.016129032258064516, 'fa_bin_4': 0.016129032258064516}",62
LinearDiscriminantAnalysis,3,32,11,0.749438289747015,0.756457063570851,"{7: 1.0, 8: 0.8983957219251337, 9: 1.0, 10: 0.19776714513556617, 11: 1.0, 13: 0.7297297297297296, 15: 1.0, 16: 0.9778270509977828, 17: 0.7828282828282828, 18: 0.003134796238244514, 19: 0.9945054945054946, 21: 0.4270833333333333, 22: 0.25071225071225056, 23: 0.800982800982801, 24: 0.8288288288288289, 25: 0.9861111111111112, 26: 0.9777777777777779, 27: 0.5883838383838385}","{7: 0.999493898878057, 8: 0.8947170989134633, 9: 0.9999988178999822, 10: 0.19438101202700636, 11: 0.9999270298042295, 13: 0.7198992516979807, 15: 0.9999985357412949, 16: 0.978097905413726, 17: 0.782604400123323, 18: 0.00326662965220229, 19: 0.992693913499159, 21: 0.43309969376915525, 22: 0.24926344013864835, 23: 0.802971828339259, 24: 0.8286298002523526, 25: 0.9857758834595747, 26: 0.9761106031496798, 27: 0.5885571688626429}","{'fa_me': 0.6271186440677966, 'fd_me': 1.0, 'ay_mcr': 0.6440677966101694, 'az_me': 1.0, 'gy_me': 1.0, 'gz_me': 1.0, 'a_me': 1.0, 'gx_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'ax_mcr': 0.3559322033898305, 'g_me': 0.13559322033898305, 'a_mcr': 0.01694915254237288, 'fc_me': 0.15254237288135594, 'fd_bin_0': 0.03389830508474576, 'fd_sd': 0.01694915254237288, 'fb_me': 0.01694915254237288}",59
RandomForest,3,32,11,0.7409157239186536,0.561070645399978,"{7: 0.996774193548387, 8: 0.9385026737967914, 9: 0.8464285714285714, 10: 0.46570972886762363, 11: 0.9, 13: 0.5, 15: 0.8071625344352619, 16: 1.0, 17: 0.6237373737373737, 18: 0.03134796238244514, 19: 0.9560439560439562, 21: 0.75, 22: 0.39031339031339024, 23: 0.8206388206388208, 24: 0.6666666666666666, 25: 0.675, 26: 0.9166666666666667, 27: 0.9848484848484849}","{7: 0.8448387096774194, 8: 0.6435828877005348, 9: 0.5678571428571428, 10: 0.3299840510366826, 11: 0.649375, 13: 0.31081081081081086, 15: 0.5159779614325068, 16: 0.8199556541019956, 17: 0.5446969696969697, 18: 0.13761755485893418, 19: 0.8014652014652016, 21: 0.4381944444444444, 22: 0.2994301994301994, 23: 0.5773955773955775, 24: 0.46546546546546536, 25: 0.49305555555555564, 26: 0.7244444444444444, 27: 0.820959595959596}","{'fa_me': 0.6271186440677966, 'fd_me': 1.0, 'ay_mcr': 0.6440677966101694, 'az_me': 1.0, 'gy_me': 1.0, 'gz_me': 1.0, 'a_me': 1.0, 'gx_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'ax_mcr': 0.3559322033898305, 'g_me': 0.13559322033898305, 'a_mcr': 0.01694915254237288, 'fc_me': 0.15254237288135594, 'fd_bin_0': 0.03389830508474576, 'fd_sd': 0.01694915254237288, 'fb_me': 0.01694915254237288}",59
AdaBoost,3,32,11,0.3011008612756544,0.23004565520655512,"{7: 0.2903225806451613, 8: 0.179144385026738, 9: 0.02857142857142857, 10: 0.07655502392344497, 11: 0.6453125, 13: 0.7857142857142858, 15: 0.0743801652892562, 16: 0.09977827050997783, 17: 0.6237373737373738, 18: 0.037617554858934164, 19: 0.4029304029304029, 21: 0.0, 22: 0.2592592592592592, 23: 0.02702702702702703, 24: 0.24024024024024024, 25: 0.05555555555555555, 26: 0.39166666666666666, 27: 0.6944444444444444}","{7: 0.26682113478318825, 8: 0.17515121247165316, 9: 0.09683091187874368, 10: 0.1536495906274129, 11: 0.18719034536010803, 13: 0.19344641292265613, 15: 0.1414304223473855, 16: 0.2628783193925983, 17: 0.3114296454201246, 18: 0.021898414260909882, 19: 0.4453060142410027, 21: 0.1599268711767699, 22: 0.17115805661312217, 23: 0.23801161170545101, 24: 0.16279670713193245, 25: 0.21630531920618287, 26: 0.3292577620810947, 27: 0.5302770041433523}","{'fa_me': 0.6271186440677966, 'fd_me': 1.0, 'ay_mcr': 0.6440677966101694, 'az_me': 1.0, 'gy_me': 1.0, 'gz_me': 1.0, 'a_me': 1.0, 'gx_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'ax_mcr': 0.3559322033898305, 'g_me': 0.13559322033898305, 'a_mcr': 0.01694915254237288, 'fc_me': 0.15254237288135594, 'fd_bin_0': 0.03389830508474576, 'fd_sd': 0.01694915254237288, 'fb_me': 0.01694915254237288}",59
GradientBoosting,3,32,11,0.6260535089655905,0.607428586234107,"{7: 0.9419354838709678, 8: 0.8609625668449199, 9: 0.7571428571428571, 10: 0.5135566188197768, 11: 0.809375, 13: 0.4498069498069498, 15: 0.4793388429752067, 16: 0.9223946784922393, 17: 0.5404040404040404, 18: 0.0438871473354232, 19: 0.8388278388278388, 21: 0.40625, 22: 0.4558404558404558, 23: 0.5724815724815724, 24: 0.5345345345345346, 25: 0.42500000000000004, 26: 0.9888888888888889, 27: 0.5252525252525253}","{7: 0.955946688637502, 8: 0.8144246881879861, 9: 0.8142889281763793, 10: 0.49970908516552814, 11: 0.7408853974253976, 13: 0.3254615678559297, 15: 0.5078741494625681, 16: 0.908929424354932, 17: 0.5356228828037926, 18: 0.07783161242716004, 19: 0.8384573554968718, 21: 0.3953425331782069, 22: 0.4712444984272761, 23: 0.5211273086484404, 24: 0.4318875334025951, 25: 0.4511673437869286, 26: 0.9721638336254653, 27: 0.5267232019062689}","{'fa_me': 0.6271186440677966, 'fd_me': 1.0, 'ay_mcr': 0.6440677966101694, 'az_me': 1.0, 'gy_me': 1.0, 'gz_me': 1.0, 'a_me': 1.0, 'gx_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'ax_mcr': 0.3559322033898305, 'g_me': 0.13559322033898305, 'a_mcr': 0.01694915254237288, 'fc_me': 0.15254237288135594, 'fd_bin_0': 0.03389830508474576, 'fd_sd': 0.01694915254237288, 'fb_me': 0.01694915254237288}",59
