approach,model,task,segment_interval,number_of_users,accuracy,accuracy_sd,true_confidence,true_confidence_sd,false_confidence,false_confidence_sd,user_accuracies,user_accuracies_sd,user_true_confidences,user_true_confidences_sd,user_false_confidences,user_false_confidences_sd,feature_frequency,epochs
PerSeanceApproach,MajorityClassifier,1,1,3,0.395345141999055,0.051378818807209,1,0,1,0,"{7: 0.8285714285714286, 8: 0.0, 10: 0.7, 11: 0.5675675675675675, 13: 0.21875, 14: 0.7872340425531915, 16: 0.27586206896551724, 17: 0.35135135135135137, 18: 0.18421052631578946, 20: 0.08108108108108109, 21: 0.10526315789473684, 22: 0.02857142857142857, 23: 0.0, 24: 0.06976744186046512, 25: 0.65625, 26: 0.0, 27: 1.0}","{7: 0.37688302737922635, 8: 0.0, 10: 0.45825756949558394, 11: 0.4954135886438747, 13: 0.41339864235384227, 14: 0.4092634906738585, 16: 0.44694763437295587, 17: 0.4773924792609648, 18: 0.3876557858593746, 20: 0.27295959292870475, 21: 0.3068922049918579, 22: 0.1665986255670086, 23: 0.0, 24: 0.2547546779093796, 25: 0.47495887979908324, 26: 0.0, 27: 0.0}","{7: 1.0, 8: -1, 10: 1.0, 11: 1.0, 13: 1.0, 14: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: -1, 24: 1.0, 25: 1.0, 26: -1, 27: 1.0}","{7: 0.0, 8: -1, 10: 0.0, 11: 0.0, 13: 0.0, 14: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: -1, 24: 0.0, 25: 0.0, 26: -1, 27: 0.0}","{7: 1.0, 8: 1.0, 10: 1.0, 11: 1.0, 13: 1.0, 14: 1.0, 16: 1.0, 17: 1.0, 18: 1.0, 20: 1.0, 21: 1.0, 22: 1.0, 23: 1.0, 24: 1.0, 25: 1.0, 26: 1.0, 27: nan}","{7: 0.0, 8: 0.0, 10: 0.0, 11: 0.0, 13: 0.0, 14: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0, 25: 0.0, 26: 0.0, 27: nan}","{'fd_sd': 0.2796208530805687, 'm_min': 0.7251184834123223, 'm_me': 0.7440758293838863, 'fb_me': 0.8293838862559242, 'fc_me': 0.7345971563981043, 'm_max': 0.7345971563981043, 'ax_me': 0.7251184834123223, 'fa_me': 0.7535545023696683, 'fd_me': 0.909952606635071, 'gz_me': 0.7298578199052133, 'fa_bin_4': 0.037914691943127965, 'gx_me': 0.35545023696682465, 'ay_me': 0.46919431279620855, 'g_me': 0.052132701421800945, 'nr_me': 0.33175355450236965, 'fd_mcr': 0.1848341232227488, 'fd_bin_1': 0.0995260663507109, 'fd_bin_7': 0.08056872037914692, 'fd_bin_2': 0.10900473933649289, 'fd_bin_3': 0.11374407582938388, 'fd_bin_std': 0.061611374407582936, 'fd_bin_mean': 0.08530805687203792, 'fd_bin_0': 0.06635071090047394, 'fa_bin_mean': 0.0947867298578199, 'ns_me': 0.05687203791469194, 'fd_bin_max': 0.0947867298578199, 'fa_bin_5': 0.014218009478672985, 'fa_bin_std': 0.03317535545023697, 'fa_bin_8': 0.023696682464454975, 'fa_bin_1': 0.014218009478672985, 'fd_bin_8': 0.037914691943127965, 'fd_bin_5': 0.05687203791469194, 'fd_bin_6': 0.07582938388625593, 'fa_bin_9': 0.018957345971563982, 'fd_bin_4': 0.04739336492890995, 'fa_sd': 0.04739336492890995, 'fa_bin_3': 0.014218009478672985, 'cc_min': 0.004739336492890996, 'fd_bin_min': 0.023696682464454975, 'fa_bin_max': 0.037914691943127965, 'cc_me': 0.004739336492890996, 'fa_bin_min': 0.03317535545023697, 'gx_sd': 0.004739336492890996, 'a_me': 0.03317535545023697, 'fd_bin_9': 0.004739336492890996, 'fa_bin_7': 0.004739336492890996, 'fa_bin_2': 0.004739336492890996}",211
PerSeanceApproach,KNearestNeighbors,1,1,3,0.585610592461917,0.187160156829494,0.932903303181518,0.038367124805008,0.86208416121347,0.056076150836056,"{7: 0.973952230734565, 8: 0.9281903542466922, 10: 0.7311800172265287, 11: 0.7090533156106927, 13: 0.6637755102040817, 14: 0.4496919917864476, 16: 0.6081289252281077, 17: 0.6731490697496365, 18: 0.19580977236479627, 20: 0.47610728599321744, 21: 0.365985658232986, 22: 0.5280788177339901, 23: 0.7398614396755661, 24: 0.5178188745138503, 25: 0.674230527638191, 26: 0.650926631124651, 27: 0.33959694989106753}","{7: 0.06862752169726086, 8: 0.10326009222561809, 10: 0.22119374539608833, 11: 0.27055827114226977, 13: 0.18092544618217263, 14: 0.29538008066396404, 16: 0.2607665608029533, 17: 0.2441519611774319, 18: 0.10040115792476549, 20: 0.188406959242986, 21: 0.24551238608321826, 22: 0.25130208777147445, 23: 0.17112946402329315, 24: 0.2536720438184864, 25: 0.17422001820738797, 26: 0.16493094428964034, 27: 0.33629652406216937}","{7: 0.9872356105332455, 8: 0.9784915212465112, 10: 0.9383694380666436, 11: 0.922094507327277, 13: 0.9298706399753012, 14: 0.9304027276341683, 16: 0.9154908526202599, 17: 0.9503713342539338, 18: 0.9436310839298322, 20: 0.8983440662210992, 21: 0.9032232834737141, 22: 0.9058266366292299, 23: 0.9447970092105341, 24: 0.9440836288267754, 25: 0.9403288091260134, 26: 0.9225701850258567, 27: 0.8915006299858251}","{7: 0.021679652307809074, 8: 0.026314661674797436, 10: 0.060329645689690216, 11: 0.07609951410999871, 13: 0.0418873491979759, 14: 0.06503084988457455, 16: 0.05540823795937721, 17: 0.03714650723851608, 18: 0.060679888502940024, 20: 0.05358724282906943, 21: 0.07012530296600306, 22: 0.04708200006822514, 23: 0.04920025699705967, 24: 0.04613096504039345, 25: 0.03702366716767159, 26: 0.052924658785390266, 27: 0.09679340670612707}","{7: 0.7890211640211641, 8: 0.7313190099374309, 10: 0.8578204705718909, 11: 0.8846095549218378, 13: 0.8726359920779269, 14: 0.9353047312551883, 16: 0.832654088941551, 17: 0.8705164597368314, 18: 0.9085825913649057, 20: 0.8537625645965525, 21: 0.9067670045102435, 22: 0.8448822415121053, 23: 0.784219652140515, 24: 0.8999707814833938, 25: 0.8611260534167093, 26: 0.8115538350798319, 27: 0.8970167760813855}","{7: 0.1325047610005116, 8: 0.061325026664363444, 10: 0.05489160895396137, 11: 0.07529116353818638, 13: 0.059251531668761945, 14: 0.047191403539193814, 16: 0.11596623659763515, 17: 0.08319932801662587, 18: 0.05208795674383545, 20: 0.08984786767123805, 21: 0.09279463469768783, 22: 0.0835742400265673, 23: 0.11373811273311793, 24: 0.05268416706543285, 25: 0.06529098733376684, 26: 0.06006980661673199, 27: 0.08903526351099224}","{'fd_sd': 0.2796208530805687, 'm_min': 0.7251184834123223, 'm_me': 0.7440758293838863, 'fb_me': 0.8293838862559242, 'fc_me': 0.7345971563981043, 'm_max': 0.7345971563981043, 'ax_me': 0.7251184834123223, 'fa_me': 0.7535545023696683, 'fd_me': 0.909952606635071, 'gz_me': 0.7298578199052133, 'fa_bin_4': 0.037914691943127965, 'gx_me': 0.35545023696682465, 'ay_me': 0.46919431279620855, 'g_me': 0.052132701421800945, 'nr_me': 0.33175355450236965, 'fd_mcr': 0.1848341232227488, 'fd_bin_1': 0.0995260663507109, 'fd_bin_7': 0.08056872037914692, 'fd_bin_2': 0.10900473933649289, 'fd_bin_3': 0.11374407582938388, 'fd_bin_std': 0.061611374407582936, 'fd_bin_mean': 0.08530805687203792, 'fd_bin_0': 0.06635071090047394, 'fa_bin_mean': 0.0947867298578199, 'ns_me': 0.05687203791469194, 'fd_bin_max': 0.0947867298578199, 'fa_bin_5': 0.014218009478672985, 'fa_bin_std': 0.03317535545023697, 'fa_bin_8': 0.023696682464454975, 'fa_bin_1': 0.014218009478672985, 'fd_bin_8': 0.037914691943127965, 'fd_bin_5': 0.05687203791469194, 'fd_bin_6': 0.07582938388625593, 'fa_bin_9': 0.018957345971563982, 'fd_bin_4': 0.04739336492890995, 'fa_sd': 0.04739336492890995, 'fa_bin_3': 0.014218009478672985, 'cc_min': 0.004739336492890996, 'fd_bin_min': 0.023696682464454975, 'fa_bin_max': 0.037914691943127965, 'cc_me': 0.004739336492890996, 'fa_bin_min': 0.03317535545023697, 'gx_sd': 0.004739336492890996, 'a_me': 0.03317535545023697, 'fd_bin_9': 0.004739336492890996, 'fa_bin_7': 0.004739336492890996, 'fa_bin_2': 0.004739336492890996}",211
PerSeanceApproach,SupportVectorMachine,1,1,3,0.428416215206683,0.104409441609073,0.631657990216909,0.175568974938515,0.523711814257826,0.124701468122687,"{7: 0.4588553402433529, 8: 0.23442168160478027, 10: 0.6074074074074074, 11: 0.7217545414266727, 13: 0.4598214285714286, 14: 0.9632137708069378, 16: 0.4583481455148714, 17: 0.5315060102595512, 18: 0.034580252283601565, 20: 0.05425958277669304, 21: 0.10695440400487077, 22: 0.07334428024083196, 23: 0.19364650219668808, 24: 0.2272402571632669, 25: 0.38677763819095473, 26: 0.13277481594313276, 27: 0.8567538126361656}","{7: 0.38590740652749883, 8: 0.20238201893850255, 10: 0.47829307682850397, 11: 0.41838979657287195, 13: 0.4748195138974397, 14: 0.14878019057104008, 16: 0.4842258003237839, 17: 0.4809141311987967, 18: 0.16192592988644658, 20: 0.22607855866273327, 21: 0.3063945995586458, 22: 0.23402967494395735, 23: 0.37597863681063354, 24: 0.405949694114287, 25: 0.4764777184955866, 26: 0.333046629733542, 27: 0.3433817816694632}","{7: 0.9503000185416062, 8: 0.9903777460321883, 10: 0.527174196295115, 11: 0.6346150805120588, 13: 0.5498070269998416, 14: 0.5216975215490841, 16: 0.6105180532713443, 17: 0.6839620642011682, 18: 0.8142563360264812, 20: 0.6290926383912279, 21: 0.6564196370224449, 22: 0.7777522936129626, 23: 0.6723636393219629, 24: 0.5740738138853716, 25: 0.5780886095595943, 26: 0.7594373522437495, 27: 0.5290241363128646}","{7: 0.04720577323230655, 8: 0.018585970016049228, 10: 0.14845101243788558, 11: 0.1892927987100465, 13: 0.2016474800170394, 14: 0.1257942694604545, 16: 0.19360230517499308, 17: 0.22919579530058498, 18: 0.1154789225606427, 20: 0.2549619374803393, 21: 0.1830740085525901, 22: 0.15922336911810045, 23: 0.17772254867219894, 24: 0.1518467688991784, 25: 0.22455412417878226, 26: 0.2138325347743185, 27: 0.15351492183226018}","{7: 0.6149388658251924, 8: 0.5101705584626062, 10: 0.5249171909872357, 11: 0.6572521920688349, 13: 0.5100246499833363, 14: 0.8776267291662109, 16: 0.4865862683647628, 17: 0.5335301003317819, 18: 0.5734192757394388, 20: 0.5022979610923328, 21: 0.4797440748336856, 22: 0.4737373754449221, 23: 0.4655300286924043, 24: 0.4895135587572029, 25: 0.48913090446553015, 26: 0.5009811947485262, 27: 0.7469270284944468}","{7: 0.12302462014557747, 8: 0.10720741232271039, 10: 0.1520054246360414, 11: 0.26634138253590767, 13: 0.14499360469831318, 14: 0.12538988012943952, 16: 0.16447738625313116, 17: 0.21537238337719192, 18: 0.1283374059672733, 20: 0.11016152839400323, 21: 0.10518513907606408, 22: 0.10043614748722361, 23: 0.17966428772479728, 24: 0.14308475018906527, 25: 0.13032094117457363, 26: 0.09392741617225545, 27: 0.2461518144511969}","{'fd_sd': 0.2796208530805687, 'm_min': 0.7251184834123223, 'm_me': 0.7440758293838863, 'fb_me': 0.8293838862559242, 'fc_me': 0.7345971563981043, 'm_max': 0.7345971563981043, 'ax_me': 0.7251184834123223, 'fa_me': 0.7535545023696683, 'fd_me': 0.909952606635071, 'gz_me': 0.7298578199052133, 'fa_bin_4': 0.037914691943127965, 'gx_me': 0.35545023696682465, 'ay_me': 0.46919431279620855, 'g_me': 0.052132701421800945, 'nr_me': 0.33175355450236965, 'fd_mcr': 0.1848341232227488, 'fd_bin_1': 0.0995260663507109, 'fd_bin_7': 0.08056872037914692, 'fd_bin_2': 0.10900473933649289, 'fd_bin_3': 0.11374407582938388, 'fd_bin_std': 0.061611374407582936, 'fd_bin_mean': 0.08530805687203792, 'fd_bin_0': 0.06635071090047394, 'fa_bin_mean': 0.0947867298578199, 'ns_me': 0.05687203791469194, 'fd_bin_max': 0.0947867298578199, 'fa_bin_5': 0.014218009478672985, 'fa_bin_std': 0.03317535545023697, 'fa_bin_8': 0.023696682464454975, 'fa_bin_1': 0.014218009478672985, 'fd_bin_8': 0.037914691943127965, 'fd_bin_5': 0.05687203791469194, 'fd_bin_6': 0.07582938388625593, 'fa_bin_9': 0.018957345971563982, 'fd_bin_4': 0.04739336492890995, 'fa_sd': 0.04739336492890995, 'fa_bin_3': 0.014218009478672985, 'cc_min': 0.004739336492890996, 'fd_bin_min': 0.023696682464454975, 'fa_bin_max': 0.037914691943127965, 'cc_me': 0.004739336492890996, 'fa_bin_min': 0.03317535545023697, 'gx_sd': 0.004739336492890996, 'a_me': 0.03317535545023697, 'fd_bin_9': 0.004739336492890996, 'fa_bin_7': 0.004739336492890996, 'fa_bin_2': 0.004739336492890996}",211
PerSeanceApproach,LinearDiscriminantAnalysis,1,1,3,0.620422208138582,0.182945803177203,0.809447166623552,0.110310466271485,0.759011875217534,0.113243824171578,"{7: 0.9995493465525012, 8: 0.883589415279556, 10: 0.8500430663221361, 11: 0.9573918180475558, 13: 0.31887755102040816, 14: 0.5647691030626064, 16: 0.9342339139708496, 17: 0.7096700099532962, 18: 0.3526170798898071, 20: 0.5487616894461002, 21: 0.4785549993235015, 22: 0.6185002736726875, 23: 0.6715951334910444, 24: 0.5865544884514644, 25: 0.7115263819095476, 26: 0.23626978082423628, 27: 0.31301742919389974}","{7: 0.002151840718578341, 8: 0.30032536881048366, 10: 0.19278919901522676, 11: 0.03756724913302102, 13: 0.31384933593096315, 14: 0.24374792915694618, 16: 0.18723107446244092, 17: 0.3135490089333992, 18: 0.30898495218302174, 20: 0.32779589052717856, 21: 0.30982464783970165, 22: 0.2317137368943373, 23: 0.1365471199032004, 24: 0.2677230840858604, 25: 0.22574771936970642, 26: 0.24313528412346516, 27: 0.3759295519926332}","{7: 0.9709322192814048, 8: 0.9890265647515616, 10: 0.7988381287454955, 11: 0.7924912078848202, 13: 0.6631653760247069, 14: 0.845281257418317, 16: 0.9118192626421325, 17: 0.9177689732756541, 18: 0.8740452049724241, 20: 0.7229909797899093, 21: 0.7356352206782028, 22: 0.6910679082709867, 23: 0.8370793690874287, 24: 0.7178892110696847, 25: 0.6493086838478866, 26: 0.8738234536092787, 27: 0.7129789069067997}","{7: 0.07146890333635515, 8: 0.06447683075674875, 10: 0.08958160372214016, 11: 0.10631930255847549, 13: 0.16324696293096305, 14: 0.15169833714766986, 16: 0.11199062576959225, 17: 0.07958232515061468, 18: 0.12535524541855464, 20: 0.12720585541580162, 21: 0.11605592728893291, 22: 0.16135742995115898, 23: 0.11124874761638862, 24: 0.1455989157233647, 25: 0.08240315608257733, 26: 0.11380257698924173, 27: 0.1414051699703968}","{7: 0.9036680434957218, 8: 0.8430790585251839, 10: 0.7425931614627365, 11: 0.7771757993109129, 13: 0.6428471718791601, 14: 0.7106829320379551, 16: 0.7952537327637906, 17: 0.817557983760757, 18: 0.8770173989250114, 20: 0.6556731408803125, 21: 0.7466394591304093, 22: 0.6999305224541793, 23: 0.7988718620602058, 24: 0.7229402700681897, 25: 0.6236650891857415, 26: 0.7759401017176472, 27: 0.8574464634997947}","{7: 0.09633195650424814, 8: 0.17582853440007545, 10: 0.13299841857461797, 11: 0.11186737302429332, 13: 0.1173898077850626, 14: 0.12482499147840048, 16: 0.15410803593557348, 17: 0.12632158499206841, 18: 0.10893741402839204, 20: 0.11956981337411514, 21: 0.1446640869496629, 22: 0.14977935368496867, 23: 0.08777552239301825, 24: 0.11155363136392131, 25: 0.13108874459431638, 26: 0.11915957047174448, 27: 0.11232099952680985}","{'fd_sd': 0.2796208530805687, 'm_min': 0.7251184834123223, 'm_me': 0.7440758293838863, 'fb_me': 0.8293838862559242, 'fc_me': 0.7345971563981043, 'm_max': 0.7345971563981043, 'ax_me': 0.7251184834123223, 'fa_me': 0.7535545023696683, 'fd_me': 0.909952606635071, 'gz_me': 0.7298578199052133, 'fa_bin_4': 0.037914691943127965, 'gx_me': 0.35545023696682465, 'ay_me': 0.46919431279620855, 'g_me': 0.052132701421800945, 'nr_me': 0.33175355450236965, 'fd_mcr': 0.1848341232227488, 'fd_bin_1': 0.0995260663507109, 'fd_bin_7': 0.08056872037914692, 'fd_bin_2': 0.10900473933649289, 'fd_bin_3': 0.11374407582938388, 'fd_bin_std': 0.061611374407582936, 'fd_bin_mean': 0.08530805687203792, 'fd_bin_0': 0.06635071090047394, 'fa_bin_mean': 0.0947867298578199, 'ns_me': 0.05687203791469194, 'fd_bin_max': 0.0947867298578199, 'fa_bin_5': 0.014218009478672985, 'fa_bin_std': 0.03317535545023697, 'fa_bin_8': 0.023696682464454975, 'fa_bin_1': 0.014218009478672985, 'fd_bin_8': 0.037914691943127965, 'fd_bin_5': 0.05687203791469194, 'fd_bin_6': 0.07582938388625593, 'fa_bin_9': 0.018957345971563982, 'fd_bin_4': 0.04739336492890995, 'fa_sd': 0.04739336492890995, 'fa_bin_3': 0.014218009478672985, 'cc_min': 0.004739336492890996, 'fd_bin_min': 0.023696682464454975, 'fa_bin_max': 0.037914691943127965, 'cc_me': 0.004739336492890996, 'fa_bin_min': 0.03317535545023697, 'gx_sd': 0.004739336492890996, 'a_me': 0.03317535545023697, 'fd_bin_9': 0.004739336492890996, 'fa_bin_7': 0.004739336492890996, 'fa_bin_2': 0.004739336492890996}",211
PerSeanceApproach,AdaBoost,1,1,3,0.796188074833586,0.152872146991328,0.961038655083447,0.055813543030659,0.878057337970196,0.071374017979895,"{7: 0.9303289770166743, 8: 0.9566794707639779, 10: 0.9283376399655469, 11: 0.9944616747895436, 13: 0.35892857142857143, 14: 0.8344182795229148, 16: 0.9844768337480745, 17: 0.9459459459459459, 18: 0.6184573002754822, 20: 0.5477340458329052, 21: 0.5822622107969151, 22: 0.7673782156540777, 23: 0.9404359580939505, 24: 0.7527581554091594, 25: 0.9776224874371859, 26: 0.9072522636879071, 27: 0.5434095860566449}","{7: 0.1951708439327465, 8: 0.0829204673123718, 10: 0.12114782233565681, 11: 0.006207318175651317, 13: 0.33030020784299324, 14: 0.19038588557146696, 16: 0.02155741920372903, 17: 0.05454439779102534, 18: 0.33388572708639497, 20: 0.29152171849129316, 21: 0.35412811964731566, 22: 0.28687289593869003, 23: 0.04775500781264891, 24: 0.18202465158079234, 25: 0.027230891137548573, 26: 0.0831364588237345, 27: 0.30788516454641984}","{7: 0.9615373110316126, 8: 0.9917966958993467, 10: 0.9845196231351095, 11: 0.9981856390187926, 13: 0.8535857016456797, 14: 0.960015921850044, 16: 0.9969138745640279, 17: 0.9929333049466583, 18: 0.9452735031058668, 20: 0.9473628098471099, 21: 0.9490729940070501, 22: 0.9478734970688176, 23: 0.9691831082720125, 24: 0.9456375799076961, 25: 0.994253131373195, 26: 0.9724573646836132, 27: 0.9230570005764785}","{7: 0.11410693584421615, 8: 0.01295758567875088, 10: 0.024342282588493042, 11: 0.002308861747572678, 13: 0.0999996625227424, 14: 0.0369496026217618, 16: 0.0036076227977963372, 17: 0.007595984598907432, 18: 0.048167758703370624, 20: 0.037425602629629504, 21: 0.05770379224395534, 22: 0.07045485032915923, 23: 0.10228804746895244, 24: 0.07312870542706781, 25: 0.004923307815347215, 26: 0.09841026887087358, 27: 0.05607362524837929}","{7: 0.8005980386312896, 8: 0.8510905580890598, 10: 0.8600255155307905, 11: 0.8245098873565714, 13: 0.8962863673038179, 14: 0.8441271901176322, 16: 0.8964841128082068, 17: 0.8991563562875261, 18: 0.9042841193259779, 20: 0.9225441137686208, 21: 0.9194272304456335, 22: 0.8742382824826005, 23: 0.865991113542739, 24: 0.8826839604467446, 25: 0.839846599491744, 26: 0.8945331595396674, 27: 0.879940887994898}","{7: 0.17054918297769212, 8: 0.08281804969564832, 10: 0.10064622555765754, 11: 0.1342183365656328, 13: 0.0893543885741532, 14: 0.0782639280117471, 16: 0.09951798070353733, 17: 0.09154560622242759, 18: 0.0660264028020502, 20: 0.055069090438516335, 21: 0.07525531172008706, 22: 0.08300922014663085, 23: 0.11606597044503916, 24: 0.08893616386680331, 25: 0.08956810684848823, 26: 0.10780373600568766, 27: 0.06765110992347209}","{'fd_sd': 0.2796208530805687, 'm_min': 0.7251184834123223, 'm_me': 0.7440758293838863, 'fb_me': 0.8293838862559242, 'fc_me': 0.7345971563981043, 'm_max': 0.7345971563981043, 'ax_me': 0.7251184834123223, 'fa_me': 0.7535545023696683, 'fd_me': 0.909952606635071, 'gz_me': 0.7298578199052133, 'fa_bin_4': 0.037914691943127965, 'gx_me': 0.35545023696682465, 'ay_me': 0.46919431279620855, 'g_me': 0.052132701421800945, 'nr_me': 0.33175355450236965, 'fd_mcr': 0.1848341232227488, 'fd_bin_1': 0.0995260663507109, 'fd_bin_7': 0.08056872037914692, 'fd_bin_2': 0.10900473933649289, 'fd_bin_3': 0.11374407582938388, 'fd_bin_std': 0.061611374407582936, 'fd_bin_mean': 0.08530805687203792, 'fd_bin_0': 0.06635071090047394, 'fa_bin_mean': 0.0947867298578199, 'ns_me': 0.05687203791469194, 'fd_bin_max': 0.0947867298578199, 'fa_bin_5': 0.014218009478672985, 'fa_bin_std': 0.03317535545023697, 'fa_bin_8': 0.023696682464454975, 'fa_bin_1': 0.014218009478672985, 'fd_bin_8': 0.037914691943127965, 'fd_bin_5': 0.05687203791469194, 'fd_bin_6': 0.07582938388625593, 'fa_bin_9': 0.018957345971563982, 'fd_bin_4': 0.04739336492890995, 'fa_sd': 0.04739336492890995, 'fa_bin_3': 0.014218009478672985, 'cc_min': 0.004739336492890996, 'fd_bin_min': 0.023696682464454975, 'fa_bin_max': 0.037914691943127965, 'cc_me': 0.004739336492890996, 'fa_bin_min': 0.03317535545023697, 'gx_sd': 0.004739336492890996, 'a_me': 0.03317535545023697, 'fd_bin_9': 0.004739336492890996, 'fa_bin_7': 0.004739336492890996, 'fa_bin_2': 0.004739336492890996}",211
PerSeanceApproach,GradientBoosting,1,1,3,0.815188930562486,0.139849093495499,0.949780269172195,0.039354526586973,0.822181274916099,0.090934926376129,"{7: 0.9618747183415954, 8: 0.8703585147247117, 10: 0.9459948320413437, 11: 0.9915079013439669, 13: 0.3001275510204081, 14: 0.7563458429813449, 16: 0.9746415452067781, 17: 0.9687619630962406, 18: 0.6266492677975931, 20: 0.5342719145000513, 21: 0.6313083479907998, 22: 0.7272030651340997, 23: 0.9107806691449816, 24: 0.7538693547106914, 25: 0.9634893216080402, 26: 0.8850808157738851, 27: 0.9467864923747277}","{7: 0.0809770952440562, 8: 0.15645857574834993, 10: 0.09069325725236141, 11: 0.01116246969268276, 13: 0.3557567626806897, 14: 0.27313010509662067, 16: 0.03266835285091251, 17: 0.04015726528679798, 18: 0.24579144324688912, 20: 0.26581392109057983, 21: 0.36770273733663, 22: 0.2905861905035418, 23: 0.08886306586957796, 24: 0.20599449500009623, 25: 0.0439383608310639, 26: 0.12799563171437753, 27: 0.09309786207153255}","{7: 0.9889345554356317, 8: 0.9630223747789078, 10: 0.973149065733548, 11: 0.9961566207718623, 13: 0.8726092914901247, 14: 0.9312795315863261, 16: 0.9827455028081257, 17: 0.9807274160253199, 18: 0.869747776856649, 20: 0.8957377168740916, 21: 0.9351871057757004, 22: 0.9297260259340251, 23: 0.9770530918038068, 24: 0.9474898285375437, 25: 0.9680389401462858, 26: 0.9637121072400546, 27: 0.9757814256309641}","{7: 0.023930399384706955, 8: 0.04417156045493004, 10: 0.04046954801687323, 11: 0.004765507968988702, 13: 0.11656491701534984, 14: 0.09279674741274935, 16: 0.03418793039877612, 17: 0.026102792831054426, 18: 0.11059327029861739, 20: 0.0692197533798795, 21: 0.06862187942535079, 22: 0.06723696714953281, 23: 0.026996307606807143, 24: 0.0550729474191516, 25: 0.049576622871127685, 26: 0.05650966982468251, 27: 0.03000870299383178}","{7: 0.8410122083267729, 8: 0.7543936608775185, 10: 0.8091175294780945, 11: 0.7483865331202469, 13: 0.8694189234236666, 14: 0.8050023880484738, 16: 0.7682848081571344, 17: 0.8618178096106951, 18: 0.7756769078427671, 20: 0.8237926395276844, 21: 0.8572594483321833, 22: 0.8343956727059432, 23: 0.8580150041400462, 24: 0.8850371469219995, 25: 0.7580770217203162, 26: 0.8440263538423332, 27: 0.8066714429155019}","{7: 0.12692573681552152, 8: 0.14500592080562302, 10: 0.12264970361768152, 11: 0.17300774778019723, 13: 0.11363473210464692, 14: 0.15289293698591194, 16: 0.12687883190012234, 17: 0.11787313864040876, 18: 0.14475589167021083, 20: 0.12377515760397927, 21: 0.12605578699124836, 22: 0.1298856839128711, 23: 0.11182609921258536, 24: 0.07531815240392799, 25: 0.10845192668187671, 26: 0.10839615275532974, 27: 0.12487791034507228}","{'fd_sd': 0.2796208530805687, 'm_min': 0.7251184834123223, 'm_me': 0.7440758293838863, 'fb_me': 0.8293838862559242, 'fc_me': 0.7345971563981043, 'm_max': 0.7345971563981043, 'ax_me': 0.7251184834123223, 'fa_me': 0.7535545023696683, 'fd_me': 0.909952606635071, 'gz_me': 0.7298578199052133, 'fa_bin_4': 0.037914691943127965, 'gx_me': 0.35545023696682465, 'ay_me': 0.46919431279620855, 'g_me': 0.052132701421800945, 'nr_me': 0.33175355450236965, 'fd_mcr': 0.1848341232227488, 'fd_bin_1': 0.0995260663507109, 'fd_bin_7': 0.08056872037914692, 'fd_bin_2': 0.10900473933649289, 'fd_bin_3': 0.11374407582938388, 'fd_bin_std': 0.061611374407582936, 'fd_bin_mean': 0.08530805687203792, 'fd_bin_0': 0.06635071090047394, 'fa_bin_mean': 0.0947867298578199, 'ns_me': 0.05687203791469194, 'fd_bin_max': 0.0947867298578199, 'fa_bin_5': 0.014218009478672985, 'fa_bin_std': 0.03317535545023697, 'fa_bin_8': 0.023696682464454975, 'fa_bin_1': 0.014218009478672985, 'fd_bin_8': 0.037914691943127965, 'fd_bin_5': 0.05687203791469194, 'fd_bin_6': 0.07582938388625593, 'fa_bin_9': 0.018957345971563982, 'fd_bin_4': 0.04739336492890995, 'fa_sd': 0.04739336492890995, 'fa_bin_3': 0.014218009478672985, 'cc_min': 0.004739336492890996, 'fd_bin_min': 0.023696682464454975, 'fa_bin_max': 0.037914691943127965, 'cc_me': 0.004739336492890996, 'fa_bin_min': 0.03317535545023697, 'gx_sd': 0.004739336492890996, 'a_me': 0.03317535545023697, 'fd_bin_9': 0.004739336492890996, 'fa_bin_7': 0.004739336492890996, 'fa_bin_2': 0.004739336492890996}",211
