model,task,segment_interval,number_of_users,accuracy,confidence,user_accuracies,user_confidences,feature_frequency
RandomForest,1,1,3,0.8135546245090307,0.7457640288901797,"{7: 1.0, 8: nan, 10: 0.9599483204134367, 11: 0.9808743169398907, 13: 0.6204081632653061, 14: nan, 16: nan, 17: 0.9405099150141643, 18: 0.3856749311294766, 20: nan, 21: 0.7172236503856041, 22: nan, 23: 0.7472118959107806, 24: 0.757679180887372, 25: 1.0, 26: 0.6320132013201321, 27: nan}","{7: 0.9813880126182966, 8: nan, 10: 0.7564599483204133, 11: 0.9441256830601092, 13: 0.6975510204081634, 14: nan, 16: nan, 17: 0.904815864022663, 18: 0.4099173553719009, 20: nan, 21: 0.633676092544987, 22: nan, 23: 0.6572490706319704, 24: 0.7290102389078499, 25: 0.956532663316583, 26: 0.5430693069306931, 27: nan}","{'nr_me': 0.4, 'm_max': 0.8, 'm_min': 0.8, 'gx_me': 0.6, 'm_me': 0.8, 'fc_me': 0.8, 'gz_me': 0.6, 'fd_me': 1.0, 'fb_me': 1.0, 'fa_me': 0.8, 'ay_me': 0.4, 'ax_me': 0.4, 'fd_bin_7': 0.2, 'fd_bin_std': 0.2, 'fd_bin_5': 0.2, 'fd_bin_3': 0.2, 'fd_sd': 0.2, 'fd_mcr': 0.2, 'fa_bin_mean': 0.4}"
