task,segment_interval,number_of_users,accuracy,confidence,user_accuracies,user_confidences,feature_frequency
1,8,3,0.7704454841877534,0.7154662301629463,"{7: 0.775, 8: 0.7222222222222222, 10: 0.7755102040816326, 11: 1.0, 13: nan, 14: nan, 16: nan, 17: 0.9777777777777777, 18: nan, 20: 0.3333333333333333, 21: 0.08163265306122448, 22: nan, 23: 0.9607843137254902, 24: nan, 25: 0.88, 26: 0.7368421052631579, 27: 0.703125}","{7: 0.7575000000000001, 8: 0.7740740740740741, 10: 0.7408163265306121, 11: 0.9891304347826086, 13: nan, 14: nan, 16: nan, 17: 0.8866666666666665, 18: nan, 20: 0.3575757575757576, 21: 0.17551020408163265, 22: nan, 23: 0.8058823529411766, 24: nan, 25: 0.71, 26: 0.5973684210526315, 27: 0.5625}","{'m_min': 0.6, 'fd_bin_5': 0.2, 'fd_bin_mean': 0.4, 'fd_sd': 0.2, 'fd_bin_3': 0.4, 'm_max': 0.8, 'm_me': 0.8, 'fd_bin_1': 0.2, 'fd_me': 1.0, 'ax_me': 0.6, 'fc_me': 0.6, 'ay_me': 0.8, 'fb_me': 0.4, 'g_me': 0.2, 'gz_me': 0.8, 'fa_me': 0.6, 'a_me': 0.2, 'gx_me': 0.2, 'cd_me': 0.2, 'fd_bin_2': 0.2, 'fd_bin_min': 0.2, 'fd_mcr': 0.2, 'fd_bin_0': 0.2}"
