approach,model,task,segment_interval,number_of_users,accuracy,confidence,user_accuracies,user_confidences,feature_frequency,epochs
PerSeanceApproach,GradientBoosting,2,4,7,0.530114356214396,0.603113040092004,"{7: 0.7672955974842767, 8: 0.2080536912751678, 9: 0.5660377358490566, 10: 0.026515151515151516, 11: 0.9972222222222222, 13: 0.06447963800904978, 14: 0.7235772357723578, 15: 0.8523206751054853, 16: 0.8626373626373627, 17: 0.9863013698630136, 18: 0.08669108669108667, 19: 0.906, 20: 0.0, 21: 0.6060606060606061, 22: 0, 23: 0.6790123456790124, 24: 0.322463768115942, 25: 0.9722222222222222, 26: 1.0, 27: 0.9385113268608415}","{7: 0.8005614407422584, 8: 0.2212377585816185, 9: 0.572286165689933, 10: 0.038443157970542895, 11: 0.9870679168335085, 13: 0.1105772523849795, 14: 0.7335833868837612, 15: 0.8613010419081589, 16: 0.8295582722164844, 17: 0.9622563520062376, 18: 0.10928802783788277, 19: 0.8742842441185197, 20: 0.047518164007319716, 21: 0.5473036011238487, 22: 0, 23: 0.6508823010079928, 24: 0.38042056711749045, 25: 0.9405233259210283, 26: 0.9934067896263719, 27: 0.8892353750643426}","{'m_me': 1.0, 'm_min': 1.0, 'm_max': 0.875, 'fb_me': 0.75, 'fd_me': 0.75, 'gx_me': 0.875, 'a_me': 0.5, 'ay_me': 1.0, 'gz_me': 1.0, 'ax_me': 1.0, 'fa_me': 0.5, 'nr_me': 0.5, 'fc_me': 0.25}",8
PerSeanceApproach,LinearDiscriminantAnalysis,3,4,7,0.79354444962205,0.801898309321266,"{7: 1.0, 8: 0.23837209302325582, 9: 1.0, 10: 0.0033783783783783786, 11: 0.9979338842975207, 13: 0.8303571428571428, 15: 0.9448275862068964, 16: 0.9879518072289156, 17: 0.6863636363636363, 18: 0.4910714285714286, 19: 1.0, 21: 0, 22: 0.39705882352941174, 23: 0.896551724137931, 24: 0, 25: 1.0, 26: 0.9696969696969697, 27: 0.9272030651340996}","{7: 0.9999999881443101, 8: 0.24691760873898191, 9: 0.9996793937843634, 10: 0.012258693314413647, 11: 0.9972699514791517, 13: 0.79273693416596, 15: 0.934387461776263, 16: 0.9885542627165115, 17: 0.679887913874978, 18: 0.4857837085887785, 19: 0.9999849793723916, 21: 0, 22: 0.3876778611419791, 23: 0.8824922124461129, 24: 0, 25: 0.9914576288429222, 26: 0.96969696545279, 27: 0.9142132116100034}","{'fb_me': 0.8571428571428571, 'm_max': 0.2857142857142857, 'gx_me': 1.0, 'm_me': 0.2857142857142857, 'm_min': 0.42857142857142855, 'fd_me': 1.0, 'ay_me': 1.0, 'a_me': 0.8571428571428571, 'ax_me': 1.0, 'gz_me': 1.0, 'fc_me': 0.7142857142857143, 'fa_me': 0.8571428571428571, 'nr_me': 0.14285714285714285, 'g_me': 0.2857142857142857, 'gy_me': 0.14285714285714285, 'fd_sd': 0.14285714285714285}",7
PerSeanceApproach,RandomForest,3,4,7,0.753792803826827,0.624475019270727,"{7: 0.987012987012987, 8: 0.8313953488372092, 9: 1.0, 10: 0.26013513513513514, 11: 1.0, 13: 0.30580357142857145, 15: 0.9655172413793103, 16: 0.9397590361445783, 17: 0.7613636363636364, 18: 0.11904761904761904, 19: 0.9528301886792453, 21: 0, 22: 0.25, 23: 0.8362068965517242, 24: 0, 25: 0.9605263157894737, 26: 0.9848484848484849, 27: 1.0}","{7: 0.7649607856068895, 8: 0.5987104010935769, 9: 0.7645685765225181, 10: 0.2860159266409267, 11: 0.7385961763070492, 13: 0.26781965189603296, 15: 0.6897771375495514, 16: 0.7647284375597628, 17: 0.6668780297196492, 18: 0.24475151238683604, 19: 0.7722410015190087, 21: 0, 22: 0.2694898240546218, 23: 0.7046265564934748, 24: 0, 25: 0.6410093038586048, 26: 0.7062320376382876, 27: 0.9220208346908368}","{'fb_me': 0.8571428571428571, 'm_max': 0.2857142857142857, 'gx_me': 1.0, 'm_me': 0.2857142857142857, 'm_min': 0.42857142857142855, 'fd_me': 1.0, 'ay_me': 1.0, 'a_me': 0.8571428571428571, 'ax_me': 1.0, 'gz_me': 1.0, 'fc_me': 0.7142857142857143, 'fa_me': 0.8571428571428571, 'nr_me': 0.14285714285714285, 'g_me': 0.2857142857142857, 'gy_me': 0.14285714285714285, 'fd_sd': 0.14285714285714285}",7
PerSeanceApproach,AdaBoost,3,4,7,0.78163477357998,0.791046238337827,"{7: 0.8636363636363636, 8: 0.8488372093023255, 9: 0.98046875, 10: 0.4797297297297297, 11: 1.0, 13: 0.34598214285714285, 15: 1.0, 16: 0.927710843373494, 17: 0.7840909090909091, 18: 0.2619047619047619, 19: 0.8962264150943396, 21: 0, 22: 0.35294117647058826, 23: 0.853448275862069, 24: 0, 25: 0.993421052631579, 26: 1.0, 27: 1.0}","{7: 0.8653739202899567, 8: 0.8384969461493866, 9: 0.9749280478272556, 10: 0.47411467036117527, 11: 0.9958929184952056, 13: 0.25660124867277456, 15: 0.9985243999591272, 16: 0.9388271008850927, 17: 0.7771912928638246, 18: 0.33594330668018224, 19: 0.9389183726402958, 21: 0, 22: 0.35663147496019504, 23: 0.8632128584538414, 24: 0, 25: 0.9913252461532633, 26: 0.9947983969651072, 27: 0.9999973989009874}","{'fb_me': 0.8571428571428571, 'm_max': 0.2857142857142857, 'gx_me': 1.0, 'm_me': 0.2857142857142857, 'm_min': 0.42857142857142855, 'fd_me': 1.0, 'ay_me': 1.0, 'a_me': 0.8571428571428571, 'ax_me': 1.0, 'gz_me': 1.0, 'fc_me': 0.7142857142857143, 'fa_me': 0.8571428571428571, 'nr_me': 0.14285714285714285, 'g_me': 0.2857142857142857, 'gy_me': 0.14285714285714285, 'fd_sd': 0.14285714285714285}",7
PerSeanceApproach,GradientBoosting,3,4,7,0.640174135196076,0.627246725277322,"{7: 0.8668831168831169, 8: 0.5930232558139534, 9: 0.7109375, 10: 0.19594594594594594, 11: 1.0, 13: 0.14732142857142858, 15: 0.7195402298850575, 16: 0.963855421686747, 17: 0.7295454545454546, 18: 0.28869047619047616, 19: 0.8113207547169811, 21: 0, 22: 0.23529411764705882, 23: 0.4137931034482758, 24: 0, 25: 0.875, 26: 1.0, 27: 1.0}","{7: 0.8266375563435562, 8: 0.5332853185444041, 9: 0.7118325045595434, 10: 0.17433315670633065, 11: 0.9868964672525983, 13: 0.12919021947130047, 15: 0.7035611655428238, 16: 0.9590512140901786, 17: 0.7301795389649868, 18: 0.27682241263917046, 19: 0.8178744791884417, 21: 0, 22: 0.29178034890928833, 23: 0.2874063972286591, 24: 0, 25: 0.8102854173955243, 26: 0.9885356445538388, 27: 0.9874817852197483}","{'fb_me': 0.8571428571428571, 'm_max': 0.2857142857142857, 'gx_me': 1.0, 'm_me': 0.2857142857142857, 'm_min': 0.42857142857142855, 'fd_me': 1.0, 'ay_me': 1.0, 'a_me': 0.8571428571428571, 'ax_me': 1.0, 'gz_me': 1.0, 'fc_me': 0.7142857142857143, 'fa_me': 0.8571428571428571, 'nr_me': 0.14285714285714285, 'g_me': 0.2857142857142857, 'gy_me': 0.14285714285714285, 'fd_sd': 0.14285714285714285}",7
PerSeanceApproach,LinearDiscriminantAnalysis,1,8,7,0.572520888482267,0.559759159386794,"{7: 1.0, 8: 1.0, 10: 0.7201166180758017, 11: 0.9782608695652174, 13: 0.18279569892473116, 14: 0.6018735362997658, 16: 0.9675675675675676, 17: 0.9555555555555556, 18: 0.034782608695652174, 20: 0.5575757575757576, 21: 0.1377551020408163, 22: 0.5454545454545455, 23: 0.6580882352941176, 24: 0.7162162162162162, 25: 0.6342857142857142, 26: 0.043859649122807015, 27: 0.26171875}","{7: 1.0, 8: 1.0, 10: 0.6463711006385194, 11: 0.9199692856455832, 13: 0.18873274286943484, 14: 0.5542902939598563, 16: 0.9549774639986881, 17: 0.9419292312512817, 18: 0.04738276103518868, 20: 0.5370387233251334, 21: 0.11779434877721733, 22: 0.49497203968048914, 23: 0.6143329260018244, 24: 0.6042908266029426, 25: 0.6514607904505623, 26: 0.0535730238450395, 27: 0.20427805265728366}","{'fb_me': 0.6363636363636364, 'a_me': 0.09090909090909091, 'ay_me': 1.0, 'fd_me': 1.0, 'gx_me': 0.7272727272727273, 'm_max': 1.0, 'm_me': 0.9090909090909091, 'm_min': 1.0, 'gz_me': 1.0, 'ax_me': 0.9090909090909091, 'fd_sd': 0.09090909090909091, 'fa_me': 0.9090909090909091, 'fc_me': 0.5454545454545454, 'fd_bin_mean': 0.09090909090909091, 'g_me': 0.09090909090909091}",11
PerSeanceApproach,RandomForest,1,8,7,0.746354901133262,0.557683160558592,"{7: 1.0, 8: 0.9537037037037037, 10: 0.9416909620991254, 11: 0.9565217391304348, 13: 0.3548387096774193, 14: 0.8501170960187352, 16: 0.972972972972973, 17: 0.95, 18: 0.5173913043478262, 20: 0.03636363636363636, 21: 0.0663265306122449, 22: 0.2828282828282828, 23: 0.9191176470588236, 24: 0.8175675675675675, 25: 0.9714285714285715, 26: 0.5263157894736842, 27: 0.87109375}","{7: 0.8075047895247114, 8: 0.7853535412840458, 10: 0.7275500446468011, 11: 0.8691264635877407, 13: 0.23487551930596293, 14: 0.5388544160895854, 16: 0.7925913940413941, 17: 0.6968121858465608, 18: 0.392096917816483, 20: 0.1516170144868006, 21: 0.1520890036209289, 22: 0.28567984723733386, 23: 0.679909066389936, 24: 0.4922271569459069, 25: 0.7979819995358591, 26: 0.36677342227095516, 27: 0.4622306387013848}","{'fb_me': 0.6363636363636364, 'a_me': 0.09090909090909091, 'ay_me': 1.0, 'fd_me': 1.0, 'gx_me': 0.7272727272727273, 'm_max': 1.0, 'm_me': 0.9090909090909091, 'm_min': 1.0, 'gz_me': 1.0, 'ax_me': 0.9090909090909091, 'fd_sd': 0.09090909090909091, 'fa_me': 0.9090909090909091, 'fc_me': 0.5454545454545454, 'fd_bin_mean': 0.09090909090909091, 'g_me': 0.09090909090909091}",11
PerSeanceApproach,AdaBoost,1,8,7,0.695145800018236,0.699770386891653,"{7: 1.0, 8: 1.0, 10: 0.9591836734693878, 11: 1.0, 13: 0.4408602150537635, 14: 0.791569086651054, 16: 0.9837837837837838, 17: 0.95, 18: 0.30434782608695654, 20: 0.15151515151515152, 21: 0.0510204081632653, 22: 0.40404040404040403, 23: 0.9375, 24: 0.75, 25: 0.9714285714285715, 26: 0.5350877192982456, 27: 0.2890625}","{7: 0.995425415179362, 8: 0.9997140159770509, 10: 0.952001687762021, 11: 0.9953868754830726, 13: 0.426525441509412, 14: 0.7810976694311769, 16: 0.9811888240367551, 17: 0.9468588401464278, 18: 0.29447183787976344, 20: 0.15500217786396225, 21: 0.060123180547835595, 22: 0.4027151638026211, 23: 0.938444739106262, 24: 0.7467958232138994, 25: 0.9682247252212294, 26: 0.5465953895102077, 27: 0.2972697741678268}","{'fb_me': 0.6363636363636364, 'a_me': 0.09090909090909091, 'ay_me': 1.0, 'fd_me': 1.0, 'gx_me': 0.7272727272727273, 'm_max': 1.0, 'm_me': 0.9090909090909091, 'm_min': 1.0, 'gz_me': 1.0, 'ax_me': 0.9090909090909091, 'fd_sd': 0.09090909090909091, 'fa_me': 0.9090909090909091, 'fc_me': 0.5454545454545454, 'fd_bin_mean': 0.09090909090909091, 'g_me': 0.09090909090909091}",11
PerSeanceApproach,GradientBoosting,1,8,7,0.667246256272357,0.646482257320806,"{7: 1.0, 8: 1.0, 10: 0.8804664723032071, 11: 0.9673913043478262, 13: 0.2795698924731183, 14: 0.5807962529274004, 16: 0.9783783783783784, 17: 0.9388888888888889, 18: 0.2260869565217391, 20: 0.10909090909090909, 21: 0.08163265306122448, 22: 0.2727272727272727, 23: 0.900735294117647, 24: 0.6824324324324325, 25: 0.88, 26: 0.4298245614035088, 27: 0.8359375}","{7: 0.9982764308066288, 8: 0.985783314288476, 10: 0.8858295743464514, 11: 0.9576961443555388, 13: 0.2370262339822713, 14: 0.5701303501464567, 16: 0.956674084613284, 17: 0.9311395389141028, 18: 0.24551788127720497, 20: 0.11711495033469725, 21: 0.08154242270986437, 22: 0.29223743675099184, 23: 0.8994923216170079, 24: 0.5374645702551846, 25: 0.8438748167657846, 26: 0.40265174720527086, 27: 0.7591016705047007}","{'fb_me': 0.6363636363636364, 'a_me': 0.09090909090909091, 'ay_me': 1.0, 'fd_me': 1.0, 'gx_me': 0.7272727272727273, 'm_max': 1.0, 'm_me': 0.9090909090909091, 'm_min': 1.0, 'gz_me': 1.0, 'ax_me': 0.9090909090909091, 'fd_sd': 0.09090909090909091, 'fa_me': 0.9090909090909091, 'fc_me': 0.5454545454545454, 'fd_bin_mean': 0.09090909090909091, 'g_me': 0.09090909090909091}",11
PerSeanceApproach,LinearDiscriminantAnalysis,2,8,7,0.527410572812513,0.547932754140392,"{7: 1.0, 8: 0.26666666666666666, 9: 0.0, 10: 0.007575757575757576, 11: 1.0, 13: 0.003003003003003003, 14: 0.5349462365591399, 15: 0.8352941176470589, 16: 1.0, 17: 1.0, 18: 0.32116788321167883, 19: 1.0, 20: 0.21538461538461542, 21: 0.3181818181818182, 22: 0.6136363636363636, 23: 0.8780487804878049, 24: 0.9456521739130435, 25: 0.9666666666666667, 26: 0.9565217391304348, 27: 0.6602564102564102}","{7: 1.0, 8: 0.2659276364954558, 9: 0.012974867741047433, 10: 0.012784077329603835, 11: 0.9999973765579335, 13: 0.00300300464750553, 14: 0.5353427892450082, 15: 0.8333014605144147, 16: 0.9999990448824304, 17: 0.9999976995349592, 18: 0.3170680454182735, 19: 0.9999999436724393, 20: 0.2148368619973214, 21: 0.32715189420391855, 22: 0.6185701148801522, 23: 0.8779085535891487, 24: 0.9353042715242164, 25: 0.9666694139759943, 26: 0.9508912586245529, 27: 0.6584798262903635}","{'fd_me': 0.8181818181818182, 'm_me': 0.8181818181818182, 'm_min': 0.9090909090909091, 'm_max': 0.7272727272727273, 'fa_me': 0.5454545454545454, 'a_me': 1.0, 'gx_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'gz_me': 1.0, 'nr_me': 0.36363636363636365, 'fb_me': 0.45454545454545453, 'fc_me': 0.09090909090909091, 'fa_bin_5': 0.09090909090909091, 'fa_bin_mean': 0.09090909090909091, 'ay_mcr': 0.09090909090909091}",11
PerSeanceApproach,RandomForest,2,8,7,0.654779522916727,0.518245697709448,"{7: 1.0, 8: 0.8453333333333335, 9: 0.0, 10: 0.007575757575757576, 11: 0.9933333333333334, 13: 0.2552552552552552, 14: 0.6989247311827956, 15: 0.892436974789916, 16: 1.0, 17: 0.8581081081081082, 18: 0.45255474452554745, 19: 1.0, 20: 0.49230769230769234, 21: 0.4590909090909091, 22: 0.7386363636363635, 23: 0.8536585365853658, 24: 0.717391304347826, 25: 0.9666666666666667, 26: 0.9782608695652174, 27: 0.9871794871794872}","{7: 0.7051787305330937, 8: 0.43036687169312177, 9: 0.13879285831195554, 10: 0.15496791949301553, 11: 0.8501928834950384, 13: 0.22236417579646747, 14: 0.5601492571888237, 15: 0.6508893999266373, 16: 0.9104587239914399, 17: 0.8349153998608707, 18: 0.4228977957362994, 19: 0.852531431090955, 20: 0.29611779852092346, 21: 0.3667315055998295, 22: 0.3947304724158418, 23: 0.6692374298296554, 24: 0.442644825094893, 25: 0.6766904716810968, 26: 0.730059122540101, 27: 0.7322863146691271}","{'fd_me': 0.8181818181818182, 'm_me': 0.8181818181818182, 'm_min': 0.9090909090909091, 'm_max': 0.7272727272727273, 'fa_me': 0.5454545454545454, 'a_me': 1.0, 'gx_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'gz_me': 1.0, 'nr_me': 0.36363636363636365, 'fb_me': 0.45454545454545453, 'fc_me': 0.09090909090909091, 'fa_bin_5': 0.09090909090909091, 'fa_bin_mean': 0.09090909090909091, 'ay_mcr': 0.09090909090909091}",11
PerSeanceApproach,AdaBoost,2,8,7,0.626662644087184,0.645497814434346,"{7: 1.0, 8: 0.7546666666666667, 9: 0.0, 10: 0.04924242424242423, 11: 1.0, 13: 0.17417417417417416, 14: 0.7231182795698925, 15: 0.8890756302521009, 16: 1.0, 17: 1.0, 18: 0.4218978102189781, 19: 1.0, 20: 0.49230769230769234, 21: 0.4545454545454545, 22: 0.6306818181818181, 23: 0.8048780487804879, 24: 0.33695652173913043, 25: 0.9666666666666667, 26: 0.9927536231884058, 27: 0.8653846153846154}","{7: 0.9999982607801274, 8: 0.7308669641719234, 9: 0.008111454138459148, 10: 0.054819739981135034, 11: 0.9999324482220796, 13: 0.19129629757706287, 14: 0.7296103738840602, 15: 0.8888521550074211, 16: 0.9999369573959114, 17: 0.9729688708301363, 18: 0.5191940637405456, 19: 0.9999149690139265, 20: 0.4755337380498011, 21: 0.4585219496449465, 22: 0.6073888817989702, 23: 0.8292682905153151, 24: 0.3986683716027475, 25: 0.9559354818914295, 26: 0.9898602242033976, 27: 0.8616676478150325}","{'fd_me': 0.8181818181818182, 'm_me': 0.8181818181818182, 'm_min': 0.9090909090909091, 'm_max': 0.7272727272727273, 'fa_me': 0.5454545454545454, 'a_me': 1.0, 'gx_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'gz_me': 1.0, 'nr_me': 0.36363636363636365, 'fb_me': 0.45454545454545453, 'fc_me': 0.09090909090909091, 'fa_bin_5': 0.09090909090909091, 'fa_bin_mean': 0.09090909090909091, 'ay_mcr': 0.09090909090909091}",11
PerSeanceApproach,GradientBoosting,2,8,7,0.54558661063955,0.542906155083724,"{7: 0.9905660377358491, 8: 0.2986666666666667, 9: 0.6666666666666666, 10: 0.011363636363636362, 11: 1.0, 13: 0.4384384384384385, 14: 0.6612903225806451, 15: 0.6470588235294117, 16: 0.9927536231884058, 17: 0.8581081081081082, 18: 0.28175182481751826, 19: 0.8835978835978836, 20: 0.4, 21: 0.2727272727272727, 22: 0.125, 23: 0.8536585365853658, 24: 0.6304347826086957, 25: 0.8, 26: 0.9855072463768116, 27: 0.826923076923077}","{7: 0.9936087491480453, 8: 0.2344807512097477, 9: 0.6123007487095675, 10: 0.022889991596685668, 11: 0.9971303377732241, 13: 0.42593243727245395, 14: 0.6508110756772548, 15: 0.6321922376731072, 16: 0.947777059976052, 17: 0.8894053280351488, 18: 0.235726901325906, 19: 0.8915540661484834, 20: 0.36670620102884965, 21: 0.2906176752921206, 22: 0.13534569645855501, 23: 0.8285017504217256, 24: 0.4109733469256991, 25: 0.7735568891058119, 26: 0.9490125170327477, 27: 0.7612126849498044}","{'fd_me': 0.8181818181818182, 'm_me': 0.8181818181818182, 'm_min': 0.9090909090909091, 'm_max': 0.7272727272727273, 'fa_me': 0.5454545454545454, 'a_me': 1.0, 'gx_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'gz_me': 1.0, 'nr_me': 0.36363636363636365, 'fb_me': 0.45454545454545453, 'fc_me': 0.09090909090909091, 'fa_bin_5': 0.09090909090909091, 'fa_bin_mean': 0.09090909090909091, 'ay_mcr': 0.09090909090909091}",11
PerSeanceApproach,LinearDiscriminantAnalysis,3,8,7,0.703438728657564,0.720273916580088,"{7: 0.982905982905983, 8: 0.8372093023255814, 9: 1.0, 10: 0.031531531531531536, 11: 0.8688524590163935, 13: 0.31428571428571433, 15: 1.0, 16: 0.9523809523809523, 17: 0.8106060606060606, 18: 0.0, 19: 1.0, 21: 0.0, 22: 0.35714285714285715, 23: 0.7765151515151515, 24: 0.7828571428571429, 25: 0.8308270676691729, 26: 0.9826839826839827, 27: 0.75}","{7: 0.9816756346629333, 8: 0.8379606980921455, 9: 0.9999999995282558, 10: 0.04600335133017244, 11: 0.8659193433339649, 13: 0.3173067253730747, 15: 0.9999999992477834, 16: 0.9417511174426222, 17: 0.8140038206544217, 18: 0.003290272347101063, 19: 0.9999990503138869, 21: 2.1762009175460605e-08, 22: 0.3477961619291549, 23: 0.7723546926813305, 24: 0.777626753464058, 25: 0.8335540773947631, 26: 0.9826743722847793, 27: 0.7543433536005537}","{'gy_me': 0.36363636363636365, 'fd_me': 1.0, 'fc_me': 0.8181818181818182, 'ay_mcr': 0.5454545454545454, 'fa_me': 0.9090909090909091, 'gz_me': 0.9090909090909091, 'a_me': 0.9090909090909091, 'gx_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'm_me': 0.36363636363636365, 'g_me': 0.09090909090909091, 'az_me': 0.2727272727272727, 'm_max': 0.09090909090909091, 'm_min': 0.18181818181818182, 'ax_mcr': 0.2727272727272727, 'fb_me': 0.09090909090909091, 'nr_me': 0.09090909090909091, 'fd_sd': 0.09090909090909091}",11
PerSeanceApproach,RandomForest,3,8,7,0.740346456317031,0.560348360445674,"{7: 0.9786324786324787, 8: 0.9860465116279069, 9: 1.0, 10: 0.34684684684684686, 11: 1.0, 13: 0.05357142857142857, 15: 0.990909090909091, 16: 1.0, 17: 0.8560606060606061, 18: 0.1984126984126984, 19: 0.990566037735849, 21: 0.0, 22: 0.3403361344537815, 23: 0.7992424242424243, 24: 0.6685714285714286, 25: 0.8947368421052632, 26: 0.974025974025974, 27: 1.0}","{7: 0.6804087771796105, 8: 0.6637978642320213, 9: 0.8435691964285714, 10: 0.28298601503289006, 11: 0.718273173752477, 13: 0.1449710406037415, 15: 0.6341530190295815, 16: 0.9394368622448979, 17: 0.8144090458152958, 18: 0.2655203040180718, 19: 0.8206306765005172, 21: 0.21596743241567462, 22: 0.2592828352494844, 23: 0.5683803784599238, 24: 0.4521029251502465, 25: 0.545201470939253, 26: 0.7343578581711699, 27: 0.8151537548100047}","{'gy_me': 0.36363636363636365, 'fd_me': 1.0, 'fc_me': 0.8181818181818182, 'ay_mcr': 0.5454545454545454, 'fa_me': 0.9090909090909091, 'gz_me': 0.9090909090909091, 'a_me': 0.9090909090909091, 'gx_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'm_me': 0.36363636363636365, 'g_me': 0.09090909090909091, 'az_me': 0.2727272727272727, 'm_max': 0.09090909090909091, 'm_min': 0.18181818181818182, 'ax_mcr': 0.2727272727272727, 'fb_me': 0.09090909090909091, 'nr_me': 0.09090909090909091, 'fd_sd': 0.09090909090909091}",11
PerSeanceApproach,AdaBoost,3,8,7,0.737796054440297,0.742054455645847,"{7: 0.8076923076923076, 8: 0.9767441860465116, 9: 1.0, 10: 0.445945945945946, 11: 1.0, 13: 0.1, 15: 0.85, 16: 1.0, 17: 0.8560606060606061, 18: 0.11111111111111112, 19: 1.0, 21: 0.3125, 22: 0.3613445378151261, 23: 0.8181818181818182, 24: 0.7142857142857142, 25: 0.9473684210526316, 26: 0.9913419913419913, 27: 0.9393939393939394}","{7: 0.8208103585582078, 8: 0.9767964530023867, 9: 0.9999999393979951, 10: 0.4302634485206445, 11: 0.9971088059404078, 13: 0.10956475177716407, 15: 0.8497944891194777, 16: 0.9999856002003883, 17: 0.8521810192963705, 18: 0.11993425791377815, 19: 0.994819698135533, 21: 0.37218408245002454, 22: 0.3565289827211665, 23: 0.8003586216124038, 24: 0.6845480008611422, 25: 0.923657151970651, 26: 0.9930957550569645, 27: 0.9501862933930781}","{'gy_me': 0.36363636363636365, 'fd_me': 1.0, 'fc_me': 0.8181818181818182, 'ay_mcr': 0.5454545454545454, 'fa_me': 0.9090909090909091, 'gz_me': 0.9090909090909091, 'a_me': 0.9090909090909091, 'gx_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'm_me': 0.36363636363636365, 'g_me': 0.09090909090909091, 'az_me': 0.2727272727272727, 'm_max': 0.09090909090909091, 'm_min': 0.18181818181818182, 'ax_mcr': 0.2727272727272727, 'fb_me': 0.09090909090909091, 'nr_me': 0.09090909090909091, 'fd_sd': 0.09090909090909091}",11
PerSeanceApproach,GradientBoosting,3,8,7,0.626170012327705,0.626152979135976,"{7: 0.8803418803418804, 8: 0.9627906976744185, 9: 1.0, 10: 0.2972972972972973, 11: 0.8032786885245902, 13: 0.24285714285714283, 15: 0.6954545454545455, 16: 0.9761904761904762, 17: 0.8484848484848485, 18: 0.0, 19: 0.910377358490566, 21: 0.0, 22: 0.2815126050420168, 23: 0.5643939393939394, 24: 0.43999999999999995, 25: 0.5977443609022556, 26: 0.987012987012987, 27: 0.75}","{7: 0.84474400950689, 8: 0.9326253557463156, 9: 0.995231602734097, 10: 0.32067592272890516, 11: 0.8238916046847573, 13: 0.20158147096853846, 15: 0.7312184190539364, 16: 0.9784495617062466, 17: 0.8473084600046702, 18: 0.038719091174087665, 19: 0.9100456721460445, 21: 0.23749694890562634, 22: 0.27570769044917576, 23: 0.5285464007537185, 24: 0.41180951060290444, 25: 0.582174926858212, 26: 0.9433964722971514, 27: 0.7959934252464503}","{'gy_me': 0.36363636363636365, 'fd_me': 1.0, 'fc_me': 0.8181818181818182, 'ay_mcr': 0.5454545454545454, 'fa_me': 0.9090909090909091, 'gz_me': 0.9090909090909091, 'a_me': 0.9090909090909091, 'gx_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'm_me': 0.36363636363636365, 'g_me': 0.09090909090909091, 'az_me': 0.2727272727272727, 'm_max': 0.09090909090909091, 'm_min': 0.18181818181818182, 'ax_mcr': 0.2727272727272727, 'fb_me': 0.09090909090909091, 'nr_me': 0.09090909090909091, 'fd_sd': 0.09090909090909091}",11
PerSeanceApproach,LinearDiscriminantAnalysis,1,32,7,0.718118914894935,0.712234348362952,"{7: 0.9833333333333334, 8: 0.9285714285714286, 10: 0.8365384615384616, 11: 1.0, 13: 0.0, 14: 0.8214285714285714, 16: 1.0, 17: 1.0, 18: 0.39285714285714285, 20: 0.6333333333333332, 21: 0.42857142857142866, 22: 0.5925925925925927, 23: 0.7555555555555555, 24: 0.96, 25: 0.8131868131868133, 26: 0.06666666666666667, 27: 0.56875}","{7: 0.9818569113692123, 8: 0.9259936668015174, 10: 0.8084377329631902, 11: 0.9993244616723657, 13: 0.05627199187851875, 14: 0.7780388021574229, 16: 0.9999834966689587, 17: 0.9999975334269915, 18: 0.3741326543212323, 20: 0.6130607351671111, 21: 0.4344418372578251, 22: 0.5732423384334185, 23: 0.7154798551559397, 24: 0.9332223033903846, 25: 0.8026634040536875, 26: 0.11141315757993038, 27: 0.563934191180851}","{'fd_bin_2': 0.125, 'az_me': 0.1875, 'fb_me': 0.375, 'm_max': 0.875, 'a_me': 0.8125, 'gx_me': 1.0, 'gz_me': 1.0, 'ay_me': 1.0, 'ax_me': 1.0, 'fd_me': 0.9375, 'fa_me': 0.5, 'fa_bin_max': 0.0625, 'fa_bin_std': 0.0625, 'm_me': 0.625, 'fd_bin_std': 0.1875, 'fd_bin_max': 0.125, 'fd_bin_0': 0.125, 'gy_me': 0.1875, 'm_min': 0.5625, 'fd_sd': 0.125, 'fd_bin_4': 0.0625, 'fd_bin_1': 0.0625}",16
