model,task,segment_interval,number_of_users,accuracy,confidence,user_accuracies,user_confidences,feature_frequency,epochs
RandomForest,1,1,3,0.4844666661243806,0.5153270319377923,"{7: nan, 8: nan, 10: nan, 11: nan, 13: 0.6142857142857143, 14: 0.25667351129363447, 16: nan, 17: 0.9943342776203966, 18: nan, 20: nan, 21: 0.2892030848329049, 22: nan, 23: nan, 24: nan, 25: nan, 26: nan, 27: nan}","{7: nan, 8: nan, 10: nan, 11: nan, 13: 0.4249795918367347, 14: 0.3817915811088296, 16: nan, 17: 0.8537429178470254, 18: nan, 20: nan, 21: 0.5032342544987146, 22: nan, 23: nan, 24: nan, 25: nan, 26: nan, 27: nan}","{'gz_me': 1.0, 'nr_me': 1.0, 'fc_me': 1.0, 'm_min': 1.0, 'fa_me': 1.0, 'm_max': 1.0, 'm_me': 1.0, 'fb_me': 1.0, 'fd_me': 1.0, 'ax_me': 1.0}",2
LinearDiscriminantAnalysis,1,1,3,0.30062805770285794,0.30093775775375237,"{7: nan, 8: nan, 10: nan, 11: nan, 13: 0.24489795918367346, 14: 0.1601642710472279, 16: nan, 17: 0.8781869688385269, 18: nan, 20: nan, 21: 0.13624678663239073, 22: nan, 23: nan, 24: nan, 25: nan, 26: nan, 27: nan}","{7: nan, 8: nan, 10: nan, 11: nan, 13: 0.23183674061693912, 14: 0.21258920232590015, 16: nan, 17: 0.8317426673385396, 18: nan, 20: nan, 21: 0.1488105978120981, 22: nan, 23: nan, 24: nan, 25: nan, 26: nan, 27: nan}","{'gz_me': 1.0, 'nr_me': 1.0, 'fc_me': 1.0, 'm_min': 1.0, 'fa_me': 1.0, 'm_max': 1.0, 'm_me': 1.0, 'fb_me': 1.0, 'fd_me': 1.0, 'ax_me': 1.0}",2
