model,task,segment_interval,number_of_users,accuracy,confidence,user_accuracies,user_confidences,feature_frequency,epochs
RandomForest,1,1,3,0.7132584776828709,0.6664097039590064,"{7: nan, 8: 1.0, 10: 0.9767441860465116, 11: nan, 13: 0.1816326530612245, 14: 0.7166324435318275, 16: 1.0, 17: nan, 18: nan, 20: 0.9847908745247148, 21: 0.15938303341902313, 22: nan, 23: 0.9516728624535316, 24: nan, 25: 0.992462311557789, 26: 0.8811881188118811, 27: 0.5303921568627451}","{7: nan, 8: 0.8675645539906103, 10: 0.8709173126614987, 11: nan, 13: 0.21946428571428572, 14: 0.6226001026694045, 16: 0.971866408934708, 17: nan, 18: nan, 20: 0.7600998098859315, 21: 0.19780205655526992, 22: nan, 23: 0.8451254646840148, 24: nan, 25: 0.9310835427135677, 26: 0.7881910066006601, 27: 0.47095465686274507}","{'ns_me': 0.6, 'nr_me': 0.6, 'fa_me': 0.8, 'm_me': 0.6, 'm_min': 0.6, 'm_max': 0.6, 'fb_me': 0.6, 'ax_me': 0.8, 'fd_me': 1.0, 'gz_me': 1.0, 'fd_bin_9': 0.2, 'fd_bin_0': 0.2, 'fd_mcr': 0.2, 'fd_bin_7': 0.2, 'fd_sd': 0.2, 'fc_me': 0.6, 'g_me': 0.2, 'gx_me': 0.6, 'ay_me': 0.4}",5
LinearDiscriminantAnalysis,1,1,3,0.5496784767758506,0.5454727867777794,"{7: nan, 8: 1.0, 10: 0.9638242894056848, 11: nan, 13: 0.014285714285714285, 14: 0.42505133470225875, 16: 0.9965635738831615, 17: nan, 18: nan, 20: 0.8821292775665399, 21: 0.493573264781491, 22: nan, 23: 0.6133828996282528, 24: nan, 25: 0.9899497487437185, 26: 0.44884488448844884, 27: 0.13333333333333333}","{7: nan, 8: 0.9999999999990129, 10: 0.8431741598982936, 11: nan, 13: 0.14136072805814046, 14: 0.3791207890625757, 16: 0.9099461755949296, 17: nan, 18: nan, 20: 0.7523738163710283, 21: 0.5130883136195633, 22: nan, 23: 0.5609335040817286, 24: nan, 25: 0.8959723415647337, 26: 0.3744658926283378, 27: 0.19294164225347}","{'ns_me': 0.6, 'nr_me': 0.6, 'fa_me': 0.8, 'm_me': 0.6, 'm_min': 0.6, 'm_max': 0.6, 'fb_me': 0.6, 'ax_me': 0.8, 'fd_me': 1.0, 'gz_me': 1.0, 'fd_bin_9': 0.2, 'fd_bin_0': 0.2, 'fd_mcr': 0.2, 'fd_bin_7': 0.2, 'fd_sd': 0.2, 'fc_me': 0.6, 'g_me': 0.2, 'gx_me': 0.6, 'ay_me': 0.4}",5
