task,segment_interval,number_of_users,accuracy,confidence,user_accuracies,user_confidences,feature_frequency
1,8,3,0.6966738385324007,0.6877556776990963,"{7: nan, 8: 1.0, 10: nan, 11: 0.9782608695652174, 13: nan, 14: 0.19672131147540983, 16: nan, 17: 0.8888888888888888, 18: 0.6195652173913043, 20: 0.7272727272727273, 21: 0.1836734693877551, 22: 0.7575757575757576, 23: 0.9558823529411764, 24: 0.6306306306306306, 25: nan, 26: nan, 27: nan}","{7: nan, 8: 0.9925925925925926, 10: nan, 11: 0.9347826086956521, 13: nan, 14: 0.5049180327868852, 16: nan, 17: 0.7888888888888889, 18: 0.5597826086956521, 20: 0.5181818181818182, 21: 0.28979591836734686, 22: 0.7242424242424242, 23: 0.8029411764705882, 24: 0.6342342342342343, 25: nan, 26: nan, 27: nan}","{'cd_min': 1, 'cc_me': 2, 'ay_me': 3, 'cd_me': 1, 'cd_max': 1, 'fc_me': 1, 'fb_me': 2, 'fa_me': 3, 'gx_me': 3, 'gz_me': 4, 'fd_bin_5': 1, 'fd_bin_mean': 1, 'm_me': 4, 'c_min': 1, 'fd_sd': 1, 'fd_bin_3': 1, 'm_max': 4, 'fd_bin_1': 1, 'fd_me': 3, 'ax_me': 4, 'fa_bin_min': 1, 'm_min': 3, 'cc_min': 1, 'a_me': 1, 'cb_min': 1, 'cb_me': 1}"
