task,window,time,accuracy,user_accuracies,user_confidences
1,10,"[2, 102, 202, 302, 402, 502, 602]","[1.0, 1.0, 0.9411764705882353, 1.0, 1.0, 1.0, 1.0]","{7: [1, 1, 1, 1, 1, 1], 8: [1, 1, 1], 10: [1, 1, 1, 1, 1, 1], 11: [1, 1, 1, 1, 1, 1], 13: [1, 1, 1, 1, 1], 14: [1, 1, 1, 1, 1, 1], 16: [1, 1, 1, 1, 1], 17: [1, 1, 1, 1, 1], 18: [1, 1, 1, 1], 20: [1, 1, 1], 21: [1, 1, 1, 1], 22: [1, 1, 1], 23: [1, 1, 1], 24: [1, 1, 0, 1], 25: [1, 1, 1, 1, 1], 26: [1, 1, 1], 27: [1, 1, 1, 1, 1, 1, 1]}","{7: [0.76, 0.96, 0.96, 0.95, 0.77, 0.73], 8: [0.83, 0.8, 0.99], 10: [0.68, 1.0, 0.56, 0.99, 1.0, 0.99], 11: [0.72, 0.85, 0.96, 0.97, 0.97, 0.77], 13: [0.56, 0.65, 0.99, 0.99, 1.0], 14: [0.79, 0.8, 0.99, 0.9, 1.0, 0.83], 16: [0.62, 0.99, 0.82, 0.89, 0.99], 17: [0.76, 0.27, 0.95, 0.82, 0.95], 18: [0.59, 0.65, 0.97, 1.0], 20: [0.59, 0.77, 0.96], 21: [0.76, 0.96, 0.83, 0.92], 22: [0.52, 1.0, 0.88], 23: [0.34, 0.98, 0.91], 24: [0.44, 1.0, 0.58, 0.93], 25: [0.68, 0.95, 1.0, 0.95, 0.94], 26: [0.78, 0.45, 1.0], 27: [0.66, 0.96, 0.94, 0.91, 0.84, 0.84, 1.0]}"
2,10,"[2, 102, 202, 302, 402, 502, 602, 702, 802, 902]","[1.0, 0.95, 0.95, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{7: [1, 1, 1, 1], 8: [1, 1, 1, 1], 9: [1, 1, 1, 1, 1], 10: [1, 1, 1, 1, 1], 11: [1, 1, 1, 1, 1, 1, 1, 1], 13: [1, 1, 1, 1, 1, 1, 1, 1], 14: [1, 1, 1, 1, 1, 1, 1], 15: [1, 0, 1, 1, 1, 1, 1, 1, 1], 16: [1, 1, 1, 1, 1, 1, 1], 17: [1, 1, 1, 1, 1], 18: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 19: [1, 1, 1, 1, 1], 20: [1, 1, 1, 1], 21: [1, 1, 1, 1], 22: [1, 1, 0, 1], 23: [1, 1, 1, 1], 24: [1, 1, 1, 1], 25: [1, 1, 1, 1], 26: [1, 1, 1, 1, 1], 27: [1, 1, 1, 1, 1, 1]}","{7: [0.66, 0.96, 0.76, 0.98], 8: [0.57, 0.93, 0.87, 0.94], 9: [0.66, 0.8, 0.61, 1.0, 1.0], 10: [0.84, 0.92, 0.93, 0.82, 0.69], 11: [0.65, 0.9, 0.89, 0.32, 0.85, 1.0, 0.9, 0.69], 13: [0.5, 0.76, 0.56, 0.98, 0.8, 0.97, 0.86, 1.0], 14: [0.77, 0.84, 0.76, 0.81, 0.99, 1.0, 0.81], 15: [0.53, 0.37, 0.93, 0.79, 0.78, 1.0, 0.89, 1.0, 0.81], 16: [0.66, 0.99, 1.0, 0.94, 0.98, 0.9, 1.0], 17: [0.84, 0.98, 1.0, 0.8, 0.93], 18: [0.79, 0.99, 0.82, 0.99, 0.73, 0.75, 0.92, 1.0, 1.0, 1.0], 19: [0.82, 0.3, 0.44, 0.85, 0.91], 20: [0.46, 0.92, 0.96, 1.0], 21: [0.5, 0.75, 0.98, 0.86], 22: [0.76, 0.77, 0.22, 0.91], 23: [0.32, 0.57, 0.62, 0.73], 24: [0.34, 0.92, 0.74, 1.0], 25: [0.59, 0.79, 0.99, 0.87], 26: [0.75, 0.98, 1.0, 0.97, 0.96], 27: [0.89, 0.76, 0.97, 0.67, 0.77, 0.8]}"
3,10,"[2, 102, 202, 302, 402, 502, 602, 702, 802, 902, 1002, 1102, 1202, 1302]","[1.0, 0.9444444444444444, 1.0, 0.9444444444444444, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","{7: [1, 1, 1, 1, 1, 1, 1], 8: [1, 1, 1, 1, 1, 1, 1], 9: [1, 0, 1, 1, 1], 10: [1, 1, 1, 1, 1], 11: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 13: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 15: [1, 1, 1, 1, 1], 16: [1, 1, 1, 1], 17: [1, 1, 1, 1, 1, 1, 1], 18: [1, 1, 1, 1, 1], 19: [1, 1, 1, 1], 21: [1, 1, 1, 1, 1, 1], 22: [1, 1, 1, 1, 1, 1, 1], 23: [1, 1, 1, 0], 24: [1, 1, 1, 1, 1, 1, 1], 25: [1, 1, 1, 1, 1], 26: [1, 1, 1, 1, 1, 1], 27: [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]}","{7: [0.55, 0.9, 1.0, 0.82, 0.85, 0.65, 1.0], 8: [0.79, 0.95, 0.82, 1.0, 0.94, 1.0, 0.94], 9: [0.77, 0.38, 1.0, 0.97, 1.0], 10: [0.55, 0.97, 0.86, 1.0, 0.82], 11: [0.63, 0.92, 0.9, 0.95, 0.95, 1.0, 0.97, 1.0, 1.0, 1.0], 13: [0.64, 1.0, 0.99, 0.7, 0.98, 0.89, 1.0, 1.0, 1.0, 1.0, 1.0, 0.97, 1.0], 15: [0.82, 0.7, 0.95, 0.91, 1.0], 16: [0.78, 0.96, 0.79, 0.68], 17: [0.6, 0.99, 0.34, 1.0, 0.47, 0.99, 0.83], 18: [0.67, 0.75, 0.55, 0.86, 0.84], 19: [0.77, 0.96, 0.77, 0.99], 21: [0.64, 0.74, 0.68, 0.99, 0.69, 1.0], 22: [0.62, 0.87, 0.97, 0.87, 0.88, 0.96, 0.45], 23: [0.6, 0.82, 0.48, 0.26], 24: [0.53, 0.99, 0.55, 0.8, 0.95, 0.81, 0.98], 25: [0.27, 0.82, 0.99, 0.6, 0.97], 26: [0.47, 0.98, 1.0, 0.74, 0.98, 0.98], 27: [0.86, 0.86, 0.54, 0.82, 0.52, 0.94, 0.97, 0.94, 1.0, 0.74, 1.0, 1.0, 1.0, 1.0]}"
