user,seance,ax_me,ax_sd,ax_mcr,ax_mai,ay_me,ay_sd,ay_mcr,ay_mai,az_me,az_sd,az_mcr,az_mai,a_me,a_sd,a_mcr,a_mai,gx_me,gx_sd,gx_mcr,gy_me,gy_sd,gy_mcr,gz_me,gz_sd,gz_mcr,g_me,g_sd,g_mcr,fa_me,fa_sd,fa_mcr,fb_me,fb_sd,fb_mcr,fc_me,fc_sd,fc_mcr,fd_me,fd_sd,fd_mcr,ca_me,ca_sd,ca_min,ca_max,ca_mcr,cb_me,cb_sd,cb_min,cb_max,cb_mcr,cc_me,cc_sd,cc_min,cc_max,cc_mcr,cd_me,cd_sd,cd_min,cd_max,cd_mcr,c_me,c_sd,c_min,c_max,c_mcr,m_me,m_sd,m_min,m_max,m_jc,m_jr,m_jv,m_iji,ns_me,ns_sd,ns_sum,ns_jc,ns_jr,ns_jv,ns_iji,nr_me,nr_sd,nr_sum,nr_jc,nr_jr,nr_jv,nr_iji,ir_me,ir_sd
7,129,0.023082681828950485,0.046308269782861955,0.11646805183728588,0.005053187708782487,-0.028060412224591335,0.005861680435850904,0.3318960411286692,0.0043035845435807525,0.8761990049751244,0.03377495948385024,0.42216115046554054,0.013435760145940445,0.8782775033930139,0.03151322458449963,0.42268236631997913,0.013467268056556984,-0.5309853115375505,0.32181591784330876,0.4955341277926509,1.796844187534055,4.634992658848357,0.4824212271973466,-1.7137614309405353,0.3401882395423145,0.5138240659574972,2.9565876455291,4.40557973582197,0.032457532753678124,690.3314871906801,5.3797954693047085,0.025455636800174614,536.8025644523258,9.98266149171128,0.014650515632673106,614.1999617716127,18.640780364236168,0.013789901968815707,nan,nan,0,59.43228346456693,28.59989230167973,11.1,100.0,0.15079365079365079,59.98346456692912,26.766228468388537,0.0,100.0,0.15079365079365079,57.69133858267717,29.017428983670655,11.6,100.0,0.1349206349206349,56.85590551181104,30.244222858358132,1.5,100.0,0.1349206349206349,118.61006553698104,53.980165420503035,40.824869871194934,200.0,0.05555555555555555,32.49,2.7263314469874533,25.5,36.7,12,0.09,0.82,6.82,3763.3076923076924,1608.015058512316,5891.0,12,0.09,249.42,10.64,4559.746153846154,1966.6842588538884,7346.0,14,0.11,295.07,9.0,0.6388888888888888,0.5846545883291442
7,129,0.01981008110050303,0.013586229531977913,0.30238944639786464,0.01016015193901907,-0.026645108305102153,0.007032213114841648,0.47388548109745143,0.00654364396992018,0.8770524073503747,0.07593616682243987,0.4210148089212843,0.04925390755331983,0.8779086308721296,0.07483382440436509,0.4210148089212843,0.049105059740304546,-0.5261330972179448,0.21530752828432553,0.4645689500295152,1.7941261164151525,1.00398201562477,0.4410851320483536,-1.7134751700243809,0.1089374420631133,0.5263063340519454,2.6463972924315464,0.7031947975677205,0.3579293175576829,698.2014083358256,5.760506592721269,0.09399129961935834,551.3973103789671,4.973625662342768,0.07508044333214157,610.5355622270743,4.500696399347241,0.12863342340129372,nan,nan,0,29.694674556213016,14.836279140682148,10.4,95.8,0.3869047619047619,38.4792899408284,11.635483760293452,16.4,100.0,0.44642857142857145,27.88639053254438,14.214988901049193,10.3,96.7,0.38095238095238093,35.907100591715974,11.542176704275564,16.4,98.5,0.47619047619047616,67.9258235587904,22.50044463233947,51.549199799802906,194.00956162003973,0.22023809523809523,35.52,0.736048059529658,34.7,37.2,2,0.01,0.9,119.0,8404.78612716763,1044.503978544279,3973.0,4,0.02,146.75,49.67,10546.531791907515,1367.5943671408995,5225.0,5,0.03,184.0,38.25,0.1388888888888889,0.345830544388576
7,129,0.02270201588271228,0.0334378447027839,0.2781008699051901,0.00940181800410517,-0.026624801466096526,0.007271140813915161,0.4690157364871469,0.006385495064021111,0.8767472205253511,0.07506885293945366,0.4209754667187958,0.043539487831101564,0.8783161879661647,0.07264238337575579,0.4209754667187958,0.04321506644825003,-0.5202941967012827,0.6945437594496046,0.46290685172514906,1.7963472205253512,3.5494675101031503,0.4474147199687225,-1.70893341478314,0.16348205108701816,0.5212589189717525,2.919840878344288,3.316683444228296,0.14292346789170168,699.0554653754092,6.025660642432798,0.07255268805370604,553.7518093508352,6.2001362791160455,0.049892674335406464,615.2236946364654,16.391898160668955,0.03196896005246188,nan,nan,0,28.966242038216564,10.479476783142555,7.1,76.1,0.44871794871794873,36.0,8.543452068596608,10.1,77.9,0.4423076923076923,24.94904458598726,10.309896413414489,7.5,78.9,0.42948717948717946,34.85286624203822,9.656696699581794,2.7,78.9,0.5064102564102564,64.46448786259734,14.103398724011631,50.969991171276455,152.79381531986166,0.358974358974359,36.54,1.1100250178775148,30.7,37.3,1,0.01,5.8,nan,12221.13125,949.6526478262658,3026.0,6,0.04,49.17,25.8,15506.79375,1227.580710670764,3879.0,5,0.03,47.2,33.25,0.5,0.5527707983925667
7,129,0.02155957097304087,0.0042100208127173674,0.29162942384345936,0.003362724966783427,-0.026617064450671565,0.0048701709141088945,0.4499094093489552,0.0046300277811329865,0.8772325828582473,0.005588743060479481,0.43855538108467207,0.005451624592342075,0.8779246801576615,0.005587531449973602,0.43855538108467207,0.0055373395219082775,-0.521517296357136,0.09488304646723908,0.5259813987196521,1.796303507585274,0.11343938310932257,0.5203768571083465,-1.7158024929944922,0.10003075200926445,0.519410556830535,2.5422692628572996,0.10681390056822197,0.5229375528445465,693.9465864777284,1.1366644692947745,0.23664625271194353,548.1301607398436,0.9262325842364159,0.41702678153642897,609.8051602643196,1.6402764011295872,0.11705511379215794,nan,nan,0,nan,nan,0,0,0,nan,nan,0,0,0,nan,nan,0,0,0,nan,nan,0,0,0,nan,nan,0,0,0,0,nan,0,0,0,0,0,0,nan,nan,0,0,0,0,0,nan,nan,0,0,0,0,0,1.1111111111111112,0.9938079899999066
7,133,0.02289322057525208,0.042810081868199144,0.29067633186961267,0.011278780697474502,-0.026437897867199488,0.007912940074734693,0.48281870774377916,0.0070902163053832385,0.8763984015612658,0.08612661486263334,0.4129550893334263,0.050373364931112205,0.8786177703630424,0.0814932228546986,0.4133268279082735,0.04989574403576247,-0.522502671808931,0.46417244334186397,0.459468878511187,1.797460619859672,5.823113271092164,0.431147045840013,-1.7235123832535666,0.13649975263935,0.524894867684301,3.0929972281952747,5.572295147530931,0.13861202109616413,698.9042682926829,5.936249792949584,0.08037916793702708,565.6487278503547,7.267672717394204,0.07151073619631902,620.8068965517241,9.966632153738297,0.11743616409863433,nan,nan,0,23.204545454545453,9.035969542479059,4.1,71.6,0.45098039215686275,21.151298701298703,9.667506407112269,0.0,82.2,0.37254901960784315,34.34415584415584,7.7576186851394215,17.3,77.8,0.45751633986928103,42.615584415584415,12.705337511527784,1.4,75.3,0.4117647058823529,65.53636825753935,9.117979627927724,52.26030998759958,153.64351597122476,0.43790849673202614,42.49,0.2322984826339033,41.9,43.2,1,0.01,0.4,nan,26058.0245398773,1088.2230686998669,3775.0,3,0.02,121.0,37.5,34087.969325153375,1370.5189085939878,4636.0,3,0.02,128.67,37.5,0.3611111111111111,0.6730023021992065
7,133,0.02333343319352906,0.03885917673848959,0.2894933940501513,0.011194163995326403,-0.026547333732774122,0.007885831947066218,0.4774558854369514,0.006934000419425387,0.8762501497902936,0.08289658229853654,0.41553072290961385,0.04811168698882532,0.878186877979216,0.07934360531646042,0.4158303124719135,0.047550975570448295,-0.5292911923307371,0.3603565169956534,0.4626262021031187,1.79025584182145,3.961677809585174,0.4297612271188472,-1.7288370281605752,0.14463398293060342,0.5255100512298152,3.004506496065395,3.6459086941136962,0.13559423589682135,698.0787345215089,8.051821066772893,0.052360330696825455,568.6652125719598,8.704051770747302,0.057855967961095614,627.4558828793356,25.991539945734598,0.005655784650630011,nan,nan,0,23.52075471698113,10.302515876846122,6.8,64.6,0.49523809523809526,20.547169811320753,9.79640102905692,4.1,64.1,0.44761904761904764,33.716981132075475,7.678449033866263,17.6,62.7,0.49523809523809526,45.26698113207547,9.65865260436048,10.0,67.9,0.4095238095238095,66.57306719898473,9.150555563226165,52.94610467258191,127.36431996442332,0.4095238095238095,42.46,2.7990347835247937,25.8,43.3,2,0.02,5.4,5.0,29560.75,745.6254625193153,2574.0,3,0.03,58.33,28.0,38391.6036036036,922.9673481509407,3156.0,3,0.03,52.33,17.5,0.39285714285714285,0.672908702907742
8,138,0.020353514535800015,0.008554648613520503,0.21579942776780953,0.004975995344551671,-0.025248405790073477,0.005848946144656848,0.502157994277678,0.005604965811551329,0.8773345779889922,0.03221471701107473,0.4367392463993017,0.01575141845691286,0.8779935475098622,0.03225244162969562,0.4367392463993017,0.01584729584495727,-0.5194677884731955,0.13315665258960976,0.5078075748023859,1.79216176898458,0.4494932937647625,0.4518342506607182,-1.7128370875057588,0.1345384240713692,0.5172882013481402,2.5570196854404834,0.3391428701903232,0.4478929246884244,709.0820430048695,6.353695942237023,0.012338248570568764,585.8118344494457,36.13419488500502,0.011335254562920269,668.1787666739558,50.22879069261145,0.001612770959188694,568.6072236608968,4.38952339702022,0.07913531784974376,37.872033898305084,21.03812070936712,8.2,100.0,0.20512820512820512,35.496610169491525,22.80668922169134,0.0,100.0,0.23931623931623933,40.49661016949152,20.831169329341385,2.8,100.0,0.23076923076923078,47.572033898305094,16.89645377292365,7.4,100.0,0.3076923076923077,83.57687194183328,35.97854871925527,31.233155460183653,199.3036878735564,0.15384615384615385,36.97,3.0494682716389967,27.4,40.4,12,0.1,0.86,10.36,3621.7398373983738,1559.6456645604114,5433.0,10,0.08,201.1,10.11,5155.747967479675,2295.785136236438,7759.0,11,0.09,338.91,7.6,0.3888888888888889,0.6358623967921998
8,138,0.018794546436285097,0.013157006381046967,0.3166392181214396,0.008314479332595373,-0.025416576673866095,0.006742671051064883,0.508545047112503,0.006392721185777153,0.8775248380129591,0.05255694154396165,0.45039012932314587,0.029369583412079164,0.8782425286847189,0.05215306337094821,0.45039012932314587,0.02941145965918014,-0.5127861771058316,0.17214891860275575,0.5005264720969789,1.7849694924406045,0.703432147634943,0.4349199492426901,-1.709043222375206,0.09616920654442168,0.5236501079913607,2.573506690449146,0.529773869259721,0.4051945246901914,709.5737097150864,6.983123135639588,0.0334841628959276,617.1653957250145,51.82962382607641,0.0006643750541610098,734.2148628048781,9.766540463931767,0.012348502172421678,571.423109476695,4.932901150312948,0.10180374759208452,23.103787878787877,9.671321282479658,2.9,72.6,0.3969465648854962,21.65454545454546,8.775226524196636,7.1,56.3,0.3969465648854962,31.272727272727273,7.376191130406431,8.7,56.5,0.549618320610687,45.752272727272725,9.428281648036972,24.6,70.0,0.40458015267175573,65.73499160777897,8.16755218093291,51.343256616619094,119.05809506287255,0.3893129770992366,37.68,1.2245074684602268,27.8,38.6,3,0.02,3.57,60.0,7935.5,911.4906905643674,3029.0,2,0.01,70.0,79.0,10736.978260869566,1090.9690179277022,3629.0,2,0.01,67.5,79.0,0.17647058823529413,0.5672735741760562
8,141,0.020954429884607866,0.007585710548804201,0.24069139182945015,0.003619538909126469,-0.02602801681987092,0.00724418994844178,0.4852944771777131,0.005123340586265065,0.8773899863094075,0.01665502514455685,0.4288682981688385,0.0083321516759162,0.8780872221209483,0.016732464564680263,0.4288194019998533,0.008423394891899558,-0.5011979268531195,0.1274719303884954,0.5058308681514804,1.7871924506160768,0.26309148113432246,0.47859570202674623,-1.6921907392920006,0.4976987917634578,0.5212820575507909,2.5385833916891367,0.4444439073852593,0.47536855487372565,700.1236102384789,8.217638893059403,0.0016937114134294923,541.5446762395015,24.53555127396892,0.0010566528488986425,671.7304143691653,66.71790587346203,0.0004094668741298829,nan,nan,0,30.473170731707317,19.09945758890453,0.0,89.0,0.2459016393442623,32.73658536585366,20.148732608743597,6.8,84.7,0.20491803278688525,35.51626016260162,18.724821029825147,8.5,93.1,0.26229508196721313,41.116260162601634,20.85668625701054,0.0,91.7,0.1885245901639344,75.25088975600221,29.0849501054638,46.752860875030954,179.3644056104778,0.14754098360655737,35.18,4.000476968604039,27.3,41.2,6,0.05,1.67,20.4,2651.3858267716537,1130.6805006034149,4122.0,11,0.09,146.45,9.0,3186.472440944882,1463.5327490385089,5412.0,11,0.09,226.18,9.3,0.5555555555555556,0.7617394000445605
8,141,0.018697519083969466,0.018123097782508615,0.37362532503160856,0.012658698919344452,-0.025216011832343333,0.008148908478350838,0.5125483086025097,0.007590295338518057,0.8774968391421551,0.0755645661523763,0.4556515100911303,0.04932797366286559,0.8783330875238569,0.0749800197910758,0.4556515100911303,0.04931007048791991,-0.49962236694577644,0.24019226427305398,0.4947516579989503,1.7901951382428016,1.020247609111034,0.39701321627940267,-1.7016484171855246,0.11467709449628878,0.5252158977050432,2.6230588766175247,0.7624558687322045,0.31876520826375304,709.5089675499819,5.056013193695094,0.044185529169679105,627.3999059110029,37.04092401677944,0.00824685208246852,725.6153531385547,37.741699638778854,0.006902007856831078,nan,nan,0,25.717948717948715,15.268542687245628,6.6,100.0,0.27741935483870966,26.33846153846154,13.853317947190723,6.8,100.0,0.3870967741935484,34.43653846153846,11.982723067830433,15.9,100.0,0.49032258064516127,45.36089743589743,10.819092654251348,27.3,98.5,0.47096774193548385,69.73309869062868,20.532652502731207,55.5346738533684,199.25423458486398,0.2838709677419355,36.66,0.8890090961672834,36.1,39.0,1,0.01,1.4,nan,7378.82208588957,1264.6802933627885,4581.0,1,0.01,47.0,nan,9226.895705521472,1498.6403187801875,5444.0,1,0.01,55.0,nan,0.0,0.0
