user,seance,ax_me,ax_sd,ax_mcr,ax_mai,ay_me,ay_sd,ay_mcr,ay_mai,az_me,az_sd,az_mcr,az_mai,a_me,a_sd,a_mcr,a_mai,gx_me,gx_sd,gx_mcr,gy_me,gy_sd,gy_mcr,gz_me,gz_sd,gz_mcr,g_me,g_sd,g_mcr,fa_me,fa_sd,fa_mcr,fb_me,fb_sd,fb_mcr,fc_me,fc_sd,fc_mcr,fd_me,fd_sd,fd_mcr,ca_me,ca_sd,ca_min,ca_max,ca_mcr,cb_me,cb_sd,cb_min,cb_max,cb_mcr,cc_me,cc_sd,cc_min,cc_max,cc_mcr,cd_me,cd_sd,cd_min,cd_max,cd_mcr,c_me,c_sd,c_min,c_max,c_mcr,m_me,m_sd,m_min,m_max,m_jc,m_jr,m_jv,m_iji,ns_me,ns_sd,ns_sum,ns_jc,ns_jr,ns_jv,ns_iji,nr_me,nr_sd,nr_sum,nr_jc,nr_jr,nr_jv,nr_iji,ir_me
7,129,0.01713049962714392,0.005950213687516315,0.41736276849642007,0.00485381861575179,-0.02937061894108875,0.004243589927261157,0.20808472553699284,0.0031339498806682575,0.8772184936614467,0.01314874977702742,0.4255668257756563,0.008045942720763729,0.8779072109228003,0.013175910783016257,0.4255668257756563,0.00811511136103559,-0.5312408650261,0.13374649409804057,0.5013424821002387,1.7998702460850111,0.2700782848682198,0.49418257756563244,-1.7011812080536912,0.10072225736816326,0.5134248210023866,2.5445794212669917,0.20459278747202375,0.4995525059665871,686.2348620858495,2.0516042622086434,0.05239960822722821,533.0158057682906,5.274963027570116,0.020534550195567144,626.078242404443,25.12937293626571,0.0024505799705930404,,,0.0,61.91481481481482,33.430986997580156,16.4,100.0,0.11538461538461539,65.38888888888889,30.535265990912908,16.4,100.0,0.11538461538461539,65.32962962962962,30.825480258970163,17.6,100.0,0.11538461538461539,65.39999999999999,30.68430652086937,14.9,100.0,0.11538461538461539,129.88574609925513,61.03879759703397,50.27394951662342,200.0,0.11538461538461539,28.96,2.742578354129095,25.5,33.6,4,0.14,0.8,2.67,1309.392857142857,707.6439449370865,2201.0,4,0.15,296.25,4.67,1407.75,882.5555678579921,2816.0,4,0.15,363.5,4.67,1.6666666666666667
7,129,0.044663352272727275,0.10933580605862628,0.01704787611876687,0.006081829805370081,-0.02845738636363637,0.0071811702949636695,0.3158119051001563,0.00471515840318227,0.8710639204545455,0.04568159820075794,0.4027560733058673,0.016500923426623106,0.8799798458351574,0.03584910631985537,0.4064497797982668,0.01645245255435775,-0.5387443181818181,0.6910997185576363,0.45588862054269075,1.7818011363636366,11.287263472564536,0.40659184543258986,-1.7795184659090908,0.686565156520229,0.3844296064781929,4.922798388551937,10.523740302778737,0.00823980679073732,691.1316563214635,6.210374352036855,0.07531449109622611,532.8328981723238,11.432861742885231,0.07099722539578913,609.0653381247959,16.752858249113128,0.006208135925502369,,,0.0,61.16666666666668,12.979841921082718,40.3,97.2,0.2692307692307692,57.31111111111112,13.175604092787419,35.3,89.9,0.46153846153846156,52.6888888888889,17.309435092165096,31.9,100.0,0.11538461538461539,59.51481481481482,13.345541735911874,33.8,97.1,0.34615384615384615,116.60039623842879,23.83688794014501,92.91560686989027,192.24531203647075,0.11538461538461539,32.32,1.509825134963929,30.8,34.6,2,0.07,0.55,3.0,3214.5,122.54547260973315,550.0,1,0.04,154.0,,4094.035714285714,184.5267077345362,834.0,1,0.04,315.0,,1.0
7,129,0.02002164189871591,0.003956493190448384,0.14776334776334776,0.002903318903318903,-0.02687058144567884,0.0048199872357045925,0.43823953823953826,0.004555555555555554,0.8772125234453904,0.0063303237320178505,0.43953823953823956,0.005930735930735936,0.87787445640993,0.006332730676325889,0.43953823953823956,0.006004689681528729,-0.5277752128120041,0.09631733921939503,0.5236652236652236,1.7973986437743472,0.11770113054459055,0.5131313131313131,-1.7189496465156542,0.1005620860205457,0.5353535353535354,2.546636830853825,0.10890646448343297,0.5067821067821068,692.9079764903443,0.8966371651880232,0.0809539805172993,545.2644836272041,3.464451553339002,0.020490426603963722,623.5773889636608,24.30589048829086,0.0013461214874642437,,,0.0,90.27307692307691,15.706210376112317,53.4,100.0,0.12,89.27307692307691,18.251165562196245,41.7,100.0,0.12,86.8076923076923,23.174022642687373,27.8,100.0,0.12,88.16923076923078,19.634462818664396,41.7,100.0,0.12,177.6128640861081,37.206282187375486,91.40929930811197,200.0,0.12,33.66,2.5116245514640814,30.6,36.7,5,0.19,0.94,4.0,4031.6666666666665,613.6144886985155,1434.0,2,0.08,467.0,4.0,5010.37037037037,701.3359288158642,1626.0,2,0.08,539.0,4.0,0.3333333333333333
7,129,0.020132547864506627,0.01315310817262985,0.19523299410819497,0.0058168184252812,-0.026901861025572373,0.007609679696362722,0.4414836636314944,0.00563872522763792,0.8772472887936805,0.04810535957919258,0.4073379753615426,0.020826191751472954,0.8780508059394444,0.04757787926165586,0.4073379753615426,0.020794523950499206,-0.5261815504083545,0.27946458616916026,0.47964649169791107,1.801065738385326,0.9461233002804511,0.4799143010176754,-1.6662150220913106,0.4066980207075831,0.43679700053561865,2.5956099155884385,0.8357269399876291,0.4096143545795394,694.4496099347238,4.711554147451977,0.06719745222929936,543.866199426569,4.977099636313562,0.14752270192767244,611.1625796178344,12.005790841412216,0.025959547698678132,,,0.0,38.53214285714286,20.250679945752587,11.1,96.1,0.18518518518518517,40.496428571428574,16.00369337155059,14.5,96.1,0.25925925925925924,39.42857142857143,21.570960259817184,11.6,100.0,0.18518518518518517,32.10357142857143,20.054577000611836,5.8,100.0,0.25925925925925924,78.3147188759149,33.32332120239283,51.28245313945112,196.13877740008476,0.1111111111111111,34.05,0.6596632137352777,33.6,35.9,1,0.03,0.8,,5156.275862068966,206.9830738626619,675.0,4,0.14,65.25,4.0,6216.862068965517,151.23257360720046,544.0,2,0.07,63.0,9.0,0.3333333333333333
7,129,0.02004537076421381,0.01004446008574946,0.22830402722631876,0.006938457175269428,-0.026693605557918623,0.0058684342040431076,0.46199659671015314,0.005558706749858195,0.8772735006380263,0.051948656360587306,0.41562677254679525,0.029323596142938176,0.877987598818112,0.05191270852259139,0.41562677254679525,0.029384838589070372,-0.526134978023536,0.16823730627813635,0.4953204764605786,1.8011895647242309,0.6901424284943688,0.4726318774815655,-1.7176151992060116,0.1042247294187335,0.529495178672717,2.598818457246727,0.4826071062912072,0.4315087918321044,695.887445184343,3.8915583003463112,0.12508122157244964,548.2733625873558,3.5708383354183675,0.1033810143042913,615.0560702096539,10.339528210579468,0.034135240572171655,,,0.0,40.11785714285715,19.601076019505893,14.7,84.1,0.4074074074074074,45.278571428571425,16.320240656989128,23.9,83.6,0.14814814814814814,39.48571428571429,19.23261207810678,16.2,83.6,0.3333333333333333,36.925,21.21119355771516,1.5,91.0,0.25925925925925924,83.16584709225738,33.704171301806994,52.15179766796155,171.26508692667048,0.18518518518518517,34.87,1.2766074244074868,33.6,36.5,0,0.0,,,6118.071428571428,495.8805968441704,1336.0,2,0.07,212.0,3.0,7356.714285714285,769.6489393196864,2045.0,2,0.07,323.5,3.0,0.6666666666666666
7,129,0.020102368526696106,0.013040773781537406,0.23730174663722145,0.008403934952820718,-0.026627860297069456,0.006668560678560138,0.45894398715117446,0.005954627584822324,0.87713970293055,0.07078918097185236,0.41859064444890587,0.0368801445492873,0.8780188891326622,0.06925082362494471,0.41859064444890587,0.036704531252957,-0.5288679245283019,0.21094176961301622,0.47440273037542663,1.8035467683661182,0.9591381607263343,0.47841798835575183,-1.7143315937374546,0.10700544582871638,0.5215820116442481,2.640057535934757,0.6909441760990609,0.34972897008632803,695.868567682727,3.734129341707509,0.16816915259793477,546.712704359673,3.141972499529739,0.13387838528359736,609.4795102040816,2.9445121152467095,0.11250816459830176,,,0.0,28.439285714285713,9.414818839229474,11.9,51.5,0.2962962962962963,37.153571428571425,6.767595170203009,22.1,53.0,0.48148148148148145,23.45357142857143,7.30237153957814,10.3,45.5,0.4444444444444444,32.58928571428571,7.061330271562267,16.4,51.5,0.6296296296296297,62.8131504306974,9.666783560168854,52.664409234320665,100.91456782843595,0.37037037037037035,35.74,0.3934964762400264,35.2,36.4,1,0.04,0.4,,7194.0,143.68332036713286,463.0,1,0.04,42.0,,8983.724137931034,192.88354473918554,618.0,1,0.04,78.0,,0.6666666666666666
7,129,0.019760469543147207,0.013138141891773042,0.31016976043154054,0.010326828494367762,-0.02671319796954315,0.00686039012864088,0.48199270188798987,0.0066063779152784365,0.8767243020304568,0.07551248009784917,0.424559733460257,0.05389021101062987,0.8775403930608096,0.07479466421751449,0.424559733460257,0.05379201463191245,-0.5257328680203046,0.21477987718960445,0.44534348722830397,1.78943845177665,0.9838137369073234,0.44566079644613676,-1.7165672588832488,0.10817879444518312,0.5178486435030938,2.64426059062826,0.6772714525761823,0.37490084086942727,698.1060973637393,5.018555253732957,0.10659980588806212,549.8216039279869,4.925326981286305,0.08037321983958094,610.1669676571992,2.8554973923146485,0.15320197044334977,,,0.0,28.68965517241379,8.73401376417613,14.9,44.8,0.5,34.596551724137925,6.687429419988268,16.4,48.5,0.6071428571428571,27.03448275862069,7.967272533873375,14.7,47.8,0.4642857142857143,33.824137931034485,6.079794414197413,20.6,46.3,0.5357142857142857,64.00129216158993,4.498212088334089,56.06398130707451,74.74576911103397,0.4642857142857143,35.18,0.04229525846816567,35.1,35.2,0,0.0,,,7699.724137931034,203.24316955087178,607.0,1,0.04,67.0,,9622.413793103447,259.84285930902206,776.0,1,0.04,80.0,,0.6666666666666666
7,129,0.019711104423713512,0.012940088110324778,0.3164785553047404,0.010034612490594433,-0.026656635570267834,0.006846303320045634,0.4762979683972912,0.0065477802859292685,0.877225398736082,0.07295783903296973,0.42422874341610234,0.04848156508653123,0.8779974013693111,0.07267208033183674,0.42422874341610234,0.048465831326167934,-0.5266611495636473,0.2080027007498514,0.45342362678705794,1.7968567559434245,0.9815372705233207,0.4344620015048909,-1.7135826060788444,0.10765131219797108,0.5265613243039879,2.638311798471746,0.7071150625630327,0.37396538750940556,699.4110966904608,4.612890710294585,0.08664611390556547,551.9692760254943,4.430100724839824,0.09218698921216084,610.2565231572081,2.9707612195144724,0.12216604142880444,,,0.0,26.525000000000002,7.663252992598602,13.4,50.7,0.48148148148148145,34.817857142857136,4.266401425375838,25.0,45.6,0.48148148148148145,23.735714285714284,5.331993347822603,13.4,34.3,0.4074074074074074,33.435714285714276,5.979262632854744,22.7,43.3,0.5555555555555556,60.99746722203208,4.19622189730324,52.63553932468062,69.23322901613068,0.48148148148148145,35.1,7.105427357601002e-15,35.1,35.1,0,0.0,,,8281.413793103447,162.18667772181522,522.0,0,0.0,,,10374.551724137931,211.68300734937517,682.0,0,0.0,,,0.0
7,129,0.01983700195040401,0.01598057686822454,0.3243695137243974,0.01209279643305002,-0.02663369095722447,0.0075754527336406915,0.48258082497212934,0.0070861204013377916,0.8771645534345827,0.09040863578401592,0.42168338907469344,0.05939102564102565,0.8782350387044061,0.08780804722825807,0.42168338907469344,0.05890030326486726,-0.524209279643305,0.22637148389272882,0.48940914158305465,1.7925721053364916,1.1781889285287472,0.4209866220735786,-1.7122321304166084,0.11152535404087532,0.5314938684503902,2.6813107655248745,0.825973772844827,0.3192586399108138,700.2326497128794,4.586281621880502,0.10370856580242861,553.0493155203694,4.166030061730814,0.10524579346750247,610.7452721591843,2.7449382808830185,0.14226973684210525,,,0.0,23.82413793103448,8.108303754428448,10.4,40.3,0.5,37.60344827586207,5.823583608091161,19.4,46.3,0.5357142857142857,24.08965517241379,7.512671815814159,10.4,46.3,0.5714285714285714,34.541379310344816,7.738150774432338,17.9,51.5,0.5357142857142857,62.69418393490743,6.359596932965799,52.9957545469446,80.67738220839841,0.42857142857142855,34.99,0.13597385369580953,34.8,35.1,0,0.0,,,8854.413793103447,179.08166452311912,590.0,0,0.0,,,11137.51724137931,241.38702943322556,791.0,0,0.0,,,0.3333333333333333
7,129,0.019678868772300778,0.013661696528761208,0.31165741475019826,0.010298704731694423,-0.026631871035940804,0.007339242540332122,0.4701995506805868,0.006660499537465309,0.876720401691332,0.07590416962482917,0.40755913836394875,0.04899431743095019,0.8775613060993187,0.07509258423577098,0.4076130055511499,0.04882626660160247,-0.5253594080338266,0.23498032575029126,0.4594951764239461,1.7880695031712475,0.9802030288299709,0.422888859521607,-1.710951374207188,0.11125826934709866,0.5329721157658253,2.6399039620725646,0.6781215712768899,0.3697634465442051,696.8984913086258,9.024838780178062,0.19534197146137444,553.8566727003456,4.769461606457098,0.07142857142857142,610.5405094494658,3.309687094582179,0.13593030900723208,,,0.0,42.16923076923077,25.50696389421116,15.7,95.8,0.04,48.15384615384615,20.88671331012633,25.4,100.0,0.04,38.669230769230765,26.264684818955153,10.3,96.7,0.04,44.11923076923077,21.02760126103069,20.9,98.5,0.2,88.02963891146436,44.816171317714534,51.549199799802906,194.00956162003973,0.04,35.35,0.9015913381433336,34.7,36.9,1,0.04,1.4,,9431.37037037037,157.490775308493,525.0,1,0.04,56.0,,11898.62962962963,211.16522373411215,706.0,1,0.04,74.0,,0.0
